RECSEQ	EMPPID	ORDER_ID	SUB_DATE	PROFILE_ID	LINEITEMS	CREATE_DATE	UPDATE_DATE	START_DATE	PURCHASERID	ORDITEMQTY	ORDTDOL	TAX	GRANDTOTAL	EULAACCEPT	LOAD_DATE
0000010030	0005218814	o67034856	2018/04/12 00:00:00	340814917	1	2018/04/12 00:00:00	2019/04/12 00:00:00	2018/04/12 00:00:00	340814917	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010031	0005218875	o62003046	2017/12/21 00:00:00	311363436	1	2017/12/21 00:00:00	2018/12/21 00:00:00	2017/12/21 00:00:00	311363436	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010032	0005218905	o68650298	2018/06/22 00:00:00	342820742	1	2018/06/22 00:00:00	2019/06/22 00:00:00	2018/06/22 00:00:00	342820742	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010033	0005218931	o7771843	2014/09/23 00:00:00	34166280	1	2014/09/23 00:00:00	2014/09/23 00:00:00	2014/09/23 00:00:00	34166280	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010034	0005219047	o55926105	2017/01/31 00:00:00	295224954	1	2017/01/31 00:00:00	2018/01/31 00:00:00	2017/01/31 00:00:00	295224954	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010035	0005219113	o9537299	2015/01/15 00:00:00	36862915	1	2015/01/15 00:00:00	2015/01/15 00:00:00	2015/01/15 00:00:00	36862915	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010036	0005219303	o3925165	2013/10/16 00:00:00	10656216	1	2013/10/16 00:00:00	2013/10/16 00:00:00	2013/10/16 00:00:00	10656216	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010037	0005219304	o6993681	2014/07/17 00:00:00	29799451	1	2014/07/17 00:00:00	2014/07/17 00:00:00	2014/07/17 00:00:00	29799451	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010038	0005219332	o6710784	2014/06/24 00:00:00	20598022	1	2014/06/24 00:00:00	2014/06/24 00:00:00	2014/06/24 00:00:00	20598022	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010039	0005219360	o4063800	2013/10/28 00:00:00	10885723	1	2013/10/28 00:00:00	2014/10/28 00:00:00	2013/10/28 00:00:00	10885723	1	320.00	0.00	320.00	Y	2019/10/25 00:00:00
0000010040	0005219415	o7059635	2014/07/25 00:00:00	29934875	1	2014/07/25 00:00:00	2014/07/25 00:00:00	2014/07/25 00:00:00	29934875	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010041	0005219417	o4964356	2014/01/29 00:00:00	12397096	1	2014/01/29 00:00:00	2014/01/29 00:00:00	2014/01/29 00:00:00	12397096	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010042	0005219418	o2610097	2013/05/21 00:00:00	3748869	1	2013/05/21 00:00:00	2016/08/01 00:00:00	2013/05/21 00:00:00	3748869	3	849.39	0.00	849.39	Y	2019/10/25 00:00:00
0000010043	0005219418	o587516	2012/05/02 00:00:00	3748869	1	2012/05/02 00:00:00	2013/05/02 00:00:00	2012/05/02 00:00:00	3748869	1	187.50	0.00	187.50	Y	2019/10/25 00:00:00
0000010044	0005219418	o71807279	2018/11/19 00:00:00	350572335	1	2018/11/19 00:00:00	2018/11/19 00:00:00	2018/11/19 00:00:00	350572335	1	187.50	0.00	187.50	Y	2019/10/25 00:00:00
0000010045	0005219419	o7731246	2014/09/19 00:00:00	34101967	1	2014/09/19 00:00:00	2014/09/19 00:00:00	2014/09/19 00:00:00	34101967	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010046	0005219421	o4261633	2013/11/19 00:00:00	11225488	1	2013/11/19 00:00:00	2013/11/19 00:00:00	2013/11/19 00:00:00	11225488	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010047	0005219473	o3531704	2013/10/18 00:00:00	3667930	1	2013/10/18 00:00:00	2014/12/21 00:00:00	2013/12/21 00:00:00	3667930	1	200.00	0.00	200.00	Y	2019/10/25 00:00:00
0000010048	0005219473	o585760	2012/12/21 00:00:00	3667930	1	2012/12/21 00:00:00	2013/12/21 00:00:00	2012/12/21 00:00:00	3667930	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010049	0005219473	o9964762	2015/02/09 00:00:00	3667930	1	2015/02/09 00:00:00	2016/08/01 00:00:00	2015/02/09 00:00:00	3667930	3	562.50	0.00	562.50	Y	2019/10/25 00:00:00
0000010050	0005219501	o2601850	2013/05/20 00:00:00	8414323	1	2013/05/20 00:00:00	2016/02/11 00:00:00	2013/05/20 00:00:00	8414323	1	648.39	0.00	648.39	Y	2019/10/25 00:00:00
0000010051	0005219512	o2564314	2013/05/15 00:00:00	8350186	1	2013/05/15 00:00:00	2013/05/15 00:00:00	2013/05/15 00:00:00	8350186	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010052	0005219553	o5082267	2014/02/07 00:00:00	12580643	1	2014/02/07 00:00:00	2014/02/07 00:00:00	2014/02/07 00:00:00	12580643	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010053	0005219608	o4216031	2013/11/14 00:00:00	11158807	1	2013/11/14 00:00:00	2013/11/14 00:00:00	2013/11/14 00:00:00	11158807	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010054	0005219663	o75528631	2019/05/18 00:00:00	382275434	1	2019/05/18 00:00:00	2019/05/18 00:00:00	2019/05/18 00:00:00	382275434	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010055	0005219673	o2736454	2013/06/13 00:00:00	8696448	1	2013/06/13 00:00:00	2014/06/13 00:00:00	2013/06/13 00:00:00	8696448	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010056	0005219840	o790033	2012/06/12 00:00:00	4620070	1	2012/06/12 00:00:00	2013/06/12 00:00:00	2012/06/12 00:00:00	4620070	1	185.00	0.00	185.00	Y	2019/10/25 00:00:00
0000010057	0005219843	o2975087	2013/07/11 00:00:00	9081335	1	2013/07/11 00:00:00	2013/07/11 00:00:00	2013/07/11 00:00:00	9081335	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010058	0005219858	o10160086	2015/02/23 00:00:00	37779493	1	2015/02/23 00:00:00	2015/02/23 00:00:00	2015/02/23 00:00:00	37779493	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010059	0005219891	o5940628	2014/04/14 00:00:00	16156403	1	2014/04/14 00:00:00	2014/04/14 00:00:00	2014/04/14 00:00:00	16156403	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010060	0005219904	o3913120	2013/10/14 00:00:00	10624230	1	2013/10/14 00:00:00	2013/10/15 00:00:00	2013/10/14 00:00:00	10624230	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010061	0005219994	o12190153	2015/07/14 00:00:00	34277767	1	2015/07/14 00:00:00	2016/09/29 00:00:00	2015/09/29 00:00:00	34277767	1	131.25	0.00	131.25	Y	2019/10/25 00:00:00
0000010062	0005219994	o7829867	2014/09/29 00:00:00	34277767	1	2014/09/29 00:00:00	2015/09/29 00:00:00	2014/09/29 00:00:00	34277767	1	131.25	0.00	131.25	Y	2019/10/25 00:00:00
0000010063	0005220203	o6436736	2014/05/29 00:00:00	20176727	1	2014/05/29 00:00:00	2014/05/29 00:00:00	2014/05/29 00:00:00	20176727	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010064	0005220225	o6187847	2014/05/04 00:00:00	19777764	1	2014/05/04 00:00:00	2014/05/04 00:00:00	2014/05/04 00:00:00	19777764	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010065	0005220280	o2835384	2013/06/27 00:00:00	8883236	1	2013/06/27 00:00:00	2013/06/27 00:00:00	2013/06/27 00:00:00	8883236	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010066	0005220307	o5940725	2014/04/14 00:00:00	16156622	1	2014/04/14 00:00:00	2014/04/14 00:00:00	2014/04/14 00:00:00	16156622	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010067	0005220355	o3514551	2013/08/30 00:00:00	9937701	1	2013/08/30 00:00:00	2013/08/30 00:00:00	2013/08/30 00:00:00	9937701	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010068	0005220418	o1898406	2013/02/08 00:00:00	7101389	1	2013/02/08 00:00:00	2013/02/08 00:00:00	2013/02/08 00:00:00	7101389	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010069	0005220418	o5961231	2014/04/16 00:00:00	7101389	1	2014/04/16 00:00:00	2014/04/16 00:00:00	2014/04/16 00:00:00	7101389	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010070	0005220559	o4756547	2014/01/15 00:00:00	12085772	1	2014/01/15 00:00:00	2014/01/15 00:00:00	2014/01/15 00:00:00	12085772	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010071	0005220620	o19772325	2017/06/29 00:00:00	216182884	1	2017/06/29 00:00:00	2018/06/29 00:00:00	2017/06/29 00:00:00	216182884	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010072	0005220662	o8290537	2014/10/29 00:00:00	35003414	1	2014/10/29 00:00:00	2014/10/29 00:00:00	2014/10/29 00:00:00	35003414	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010073	0005220734	o2844262	2013/06/27 00:00:00	8873257	1	2013/06/27 00:00:00	2015/06/27 00:00:00	2013/06/27 00:00:00	8873257	1	375.00	0.00	375.00	Y	2019/10/25 00:00:00
0000010074	0005220761	o21569539	2016/08/29 00:00:00	226523821	1	2016/08/29 00:00:00	2017/08/29 00:00:00	2016/08/29 00:00:00	226523821	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010075	0005220765	o3601361	2013/09/05 00:00:00	10048259	1	2013/09/05 00:00:00	2013/09/05 00:00:00	2013/09/05 00:00:00	10048259	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010076	0005220766	o3558442	2013/09/03 00:00:00	9996242	1	2013/09/03 00:00:00	2013/09/03 00:00:00	2013/09/03 00:00:00	9996242	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010077	0005220850	o2820869	2013/06/24 00:00:00	8818860	1	2013/06/24 00:00:00	2013/06/24 00:00:00	2013/06/24 00:00:00	8818860	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010078	0005220854	o3568308	2013/09/03 00:00:00	10005650	1	2013/09/03 00:00:00	2013/09/03 00:00:00	2013/09/03 00:00:00	10005650	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010079	0005220907	o6477963	2014/06/03 00:00:00	20250842	1	2014/06/03 00:00:00	2014/06/03 00:00:00	2014/06/03 00:00:00	20250842	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010080	0005220908	o2638396	2013/05/28 00:00:00	8501051	1	2013/05/28 00:00:00	2013/05/28 00:00:00	2013/05/28 00:00:00	8501051	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010081	0005221020	o2321704	2013/04/11 00:00:00	7913912	1	2013/04/11 00:00:00	2013/04/11 00:00:00	2013/04/11 00:00:00	7913912	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010082	0005221021	o8612304	2014/11/21 00:00:00	35529651	1	2014/11/21 00:00:00	2014/11/21 00:00:00	2014/11/21 00:00:00	35529651	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010083	0005221023	o8718737	2014/11/29 00:00:00	35702117	1	2014/11/29 00:00:00	2014/11/29 00:00:00	2014/11/29 00:00:00	35702117	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010084	0005221024	o3014498	2013/07/16 00:00:00	9140608	1	2013/07/16 00:00:00	2013/07/16 00:00:00	2013/07/16 00:00:00	9140608	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010085	0005221024	o662325	2014/01/20 00:00:00	4292145	1	2014/01/20 00:00:00	2014/01/20 00:00:00	2014/01/20 00:00:00	4292145	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010086	0005221031	o5268106	2014/02/27 00:00:00	12908071	1	2014/02/27 00:00:00	2014/02/27 00:00:00	2014/02/27 00:00:00	12908071	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010087	0005221048	o1800414	2013/01/07 00:00:00	6712343	1	2013/01/07 00:00:00	2013/01/07 00:00:00	2013/01/07 00:00:00	6712343	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010088	0005221048	o1800416	2013/01/07 00:00:00	6712343	1	2013/01/07 00:00:00	2014/01/07 00:00:00	2013/01/07 00:00:00	6712343	1	300.00	0.00	300.00	Y	2019/10/25 00:00:00
0000010089	0005221048	o1810456	2015/01/12 00:00:00	6712343	1	2015/01/12 00:00:00	2016/02/01 00:00:00	2015/01/12 00:00:00	6712343	1	300.00	0.00	300.00	Y	2019/10/25 00:00:00
0000010090	0005221049	o1933097	2014/01/22 00:00:00	7137950	1	2014/01/22 00:00:00	2014/01/22 00:00:00	2014/01/22 00:00:00	7137950	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010091	0005221057	o4203845	2013/11/12 00:00:00	11125046	1	2013/11/12 00:00:00	2013/11/12 00:00:00	2013/11/12 00:00:00	11125046	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010092	0005221184	o10142231	2015/02/21 00:00:00	37759509	1	2015/02/21 00:00:00	2015/02/21 00:00:00	2015/02/21 00:00:00	37759509	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010093	0005221191	o2570869	2013/05/17 00:00:00	8364960	1	2013/05/17 00:00:00	2013/05/17 00:00:00	2013/05/17 00:00:00	8364960	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010094	0005221223	o9400505	2015/01/05 00:00:00	36630992	1	2015/01/05 00:00:00	2016/08/01 00:00:00	2015/01/05 00:00:00	36630992	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010095	0005221223	o9400821	2015/03/09 00:00:00	36630992	1	2015/03/09 00:00:00	2015/03/09 00:00:00	2015/03/09 00:00:00	36630992	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010096	0005221242	o2816083	2013/06/25 00:00:00	8846433	1	2013/06/25 00:00:00	2013/06/25 00:00:00	2013/06/25 00:00:00	8846433	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010097	0005221292	o2464521	2013/05/02 00:00:00	8201241	1	2013/05/02 00:00:00	2013/05/02 00:00:00	2013/05/02 00:00:00	8201241	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010098	0005221318	o5688713	2014/03/21 00:00:00	15751852	1	2014/03/21 00:00:00	2014/03/21 00:00:00	2014/03/21 00:00:00	15751852	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010099	0005221335	o2938295	2013/07/08 00:00:00	9021380	1	2013/07/08 00:00:00	2013/07/08 00:00:00	2013/07/08 00:00:00	9021380	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010100	0005221344	o66553958	2018/03/23 00:00:00	340260354	1	2018/03/23 00:00:00	2019/03/23 00:00:00	2018/03/23 00:00:00	340260354	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010101	0005221362	o3762868	2013/09/25 00:00:00	10331448	1	2013/09/25 00:00:00	2013/09/25 00:00:00	2013/09/25 00:00:00	10331448	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010102	0005221375	o3971465	2013/10/21 00:00:00	10724868	1	2013/10/21 00:00:00	2013/10/21 00:00:00	2013/10/21 00:00:00	10724868	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010103	0005221407	o62330039	2018/05/24 00:00:00	314915147	1	2018/05/24 00:00:00	2019/05/24 00:00:00	2018/05/24 00:00:00	314915147	1	187.50	0.00	187.50	Y	2019/10/25 00:00:00
0000010104	0005221417	o2691079	2013/06/05 00:00:00	8600271	1	2013/06/05 00:00:00	2013/06/05 00:00:00	2013/06/05 00:00:00	8600271	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010105	0005221423	o4010014	2013/10/23 00:00:00	10509504	1	2013/10/23 00:00:00	2014/10/23 00:00:00	2013/10/23 00:00:00	10509504	2	280.00	0.00	280.00	Y	2019/10/25 00:00:00
0000010106	0005221423	o7140839	2014/09/05 00:00:00	10509504	1	2014/09/05 00:00:00	2016/08/01 00:00:00	2014/10/23 00:00:00	10509504	2	224.00	0.00	224.00	Y	2019/10/25 00:00:00
0000010107	0005221424	o7320057	2014/08/13 00:00:00	30339836	1	2014/08/13 00:00:00	2014/08/13 00:00:00	2014/08/13 00:00:00	30339836	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010108	0005221511	o5775901	2014/03/30 00:00:00	15908248	1	2014/03/30 00:00:00	2014/03/30 00:00:00	2014/03/30 00:00:00	15908248	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010109	0005221545	o9076910	2014/12/19 00:00:00	36207714	1	2014/12/19 00:00:00	2014/12/19 00:00:00	2014/12/19 00:00:00	36207714	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010110	0005221547	o4956104	2014/01/27 00:00:00	12373248	1	2014/01/27 00:00:00	2014/01/27 00:00:00	2014/01/27 00:00:00	12373248	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010111	0005221549	o70167971	2018/08/29 00:00:00	346605924	1	2018/08/29 00:00:00	2019/08/29 00:00:00	2018/08/29 00:00:00	346605924	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010112	0005221559	o10264029	2015/03/03 00:00:00	37956062	1	2015/03/03 00:00:00	2015/03/03 00:00:00	2015/03/03 00:00:00	37956062	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010113	0005221586	o4628127	2014/01/01 00:00:00	11860208	1	2014/01/01 00:00:00	2014/01/01 00:00:00	2014/01/01 00:00:00	11860208	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010114	0005221636	o4177231	2013/11/10 00:00:00	11094756	1	2013/11/10 00:00:00	2013/11/10 00:00:00	2013/11/10 00:00:00	11094756	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010115	0005221645	o5853307	2014/04/07 00:00:00	16029306	1	2014/04/07 00:00:00	2014/04/07 00:00:00	2014/04/07 00:00:00	16029306	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010116	0005221672	o5408427	2014/03/05 00:00:00	13096228	1	2014/03/05 00:00:00	2014/03/05 00:00:00	2014/03/05 00:00:00	13096228	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010117	0005221673	o3742485	2013/09/23 00:00:00	10288907	1	2013/09/23 00:00:00	2013/09/23 00:00:00	2013/09/23 00:00:00	10288907	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010118	0005221682	o10418232	2015/03/13 00:00:00	39211244	1	2015/03/13 00:00:00	2015/03/13 00:00:00	2015/03/13 00:00:00	39211244	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010119	0005221712	o2728562	2013/07/18 00:00:00	9179552	1	2013/07/18 00:00:00	2016/02/11 00:00:00	2013/07/18 00:00:00	9179552	2	1280.23	0.00	1280.23	Y	2019/10/25 00:00:00
0000010120	0005221736	o5098629	2014/02/10 00:00:00	12612788	1	2014/02/10 00:00:00	2014/02/10 00:00:00	2014/02/10 00:00:00	12612788	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010121	0005221767	o5582456	2014/04/09 00:00:00	15601543	1	2014/04/09 00:00:00	2014/04/09 00:00:00	2014/04/09 00:00:00	15601543	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010122	0005221931	o6540952	2014/06/10 00:00:00	20343673	1	2014/06/10 00:00:00	2014/06/10 00:00:00	2014/06/10 00:00:00	20343673	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010123	0005221932	o4316256	2013/11/26 00:00:00	11339429	1	2013/11/26 00:00:00	2013/11/26 00:00:00	2013/11/26 00:00:00	11339429	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010124	0005222098	o3238757	2013/08/01 00:00:00	9483443	1	2013/08/01 00:00:00	2013/08/01 00:00:00	2013/08/01 00:00:00	9483443	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010125	0005222157	o21620753	2016/08/31 00:00:00	226596551	1	2016/08/31 00:00:00	2017/08/31 00:00:00	2016/08/31 00:00:00	226596551	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010126	0005222174	o4044775	2013/10/26 00:00:00	10847467	1	2013/10/26 00:00:00	2013/10/26 00:00:00	2013/10/26 00:00:00	10847467	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010127	0005222186	o3285005	2013/08/05 00:00:00	9516483	1	2013/08/05 00:00:00	2013/08/05 00:00:00	2013/08/05 00:00:00	9516483	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010128	0005222216	o2688411	2013/06/05 00:00:00	8593290	1	2013/06/05 00:00:00	2013/06/05 00:00:00	2013/06/05 00:00:00	8593290	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010129	0005222216	o3120024	2013/07/23 00:00:00	8593290	1	2013/07/23 00:00:00	2016/02/11 00:00:00	2013/07/23 00:00:00	8593290	3	1910.00	0.00	1910.00	Y	2019/10/25 00:00:00
0000010130	0005222295	o3622970	2013/09/08 00:00:00	10085663	1	2013/09/08 00:00:00	2013/09/08 00:00:00	2013/09/08 00:00:00	10085663	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010131	0005222339	o7229302	2015/01/16 00:00:00	30240037	1	2015/01/16 00:00:00	2015/01/16 00:00:00	2015/01/16 00:00:00	30240037	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010132	0005222368	o8932138	2014/12/11 00:00:00	36013320	1	2014/12/11 00:00:00	2016/12/11 00:00:00	2014/12/11 00:00:00	36013320	1	375.00	0.00	375.00	Y	2019/10/25 00:00:00
0000010133	0005222379	o4443005	2013/12/09 00:00:00	11550735	1	2013/12/09 00:00:00	2013/12/09 00:00:00	2013/12/09 00:00:00	11550735	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010134	0005222384	o12347381	2016/07/06 00:00:00	6268715	1	2016/07/06 00:00:00	2017/07/06 00:00:00	2016/07/06 00:00:00	6268715	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010135	0005222384	o20313973	2017/07/11 00:00:00	6268715	1	2017/07/11 00:00:00	2018/07/11 00:00:00	2017/07/11 00:00:00	6268715	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010136	0005222384	o60115319	2018/12/03 00:00:00	6268715	1	2018/12/03 00:00:00	2018/12/03 00:00:00	2018/12/03 00:00:00	6268715	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010137	0005222384	o9236298	2015/01/09 00:00:00	6268715	1	2015/01/09 00:00:00	2016/06/27 00:00:00	2015/01/09 00:00:00	6268715	1	250.00	0.00	250.00	Y	2019/10/25 00:00:00
0000010138	0005222409	o5870800	2014/04/08 00:00:00	16063653	1	2014/04/08 00:00:00	2014/04/08 00:00:00	2014/04/08 00:00:00	16063653	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010139	0005222414	o3275452	2013/08/05 00:00:00	9526152	1	2013/08/05 00:00:00	2013/08/05 00:00:00	2013/08/05 00:00:00	9526152	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010140	0005222429	o8261372	2014/10/28 00:00:00	34936371	1	2014/10/28 00:00:00	2014/10/28 00:00:00	2014/10/28 00:00:00	34936371	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010141	0005222444	o4685419	2014/01/08 00:00:00	11949494	1	2014/01/08 00:00:00	2015/01/08 00:00:00	2014/01/08 00:00:00	11949494	4	1500.00	0.00	1500.00	Y	2019/10/25 00:00:00
0000010142	0005222444	o4685526	2014/11/03 00:00:00	11949494	1	2014/11/03 00:00:00	2016/02/01 00:00:00	2015/01/08 00:00:00	11949494	4	1500.00	0.00	1500.00	Y	2019/10/25 00:00:00
0000010143	0005222455	o10659724	2015/04/02 00:00:00	39615775	1	2015/04/02 00:00:00	2015/04/02 00:00:00	2015/04/02 00:00:00	39615775	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010144	0005222456	o10824208	2015/04/09 00:00:00	39849622	1	2015/04/09 00:00:00	2015/04/09 00:00:00	2015/04/09 00:00:00	39849622	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010145	0005222457	o10824267	2015/04/09 00:00:00	39849747	1	2015/04/09 00:00:00	2015/04/09 00:00:00	2015/04/09 00:00:00	39849747	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010146	0005222458	o10846792	2015/04/10 00:00:00	39887593	1	2015/04/10 00:00:00	2015/04/10 00:00:00	2015/04/10 00:00:00	39887593	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010147	0005222505	o1358831	2012/09/24 00:00:00	5708852	1	2012/09/24 00:00:00	2012/09/24 00:00:00	2012/09/24 00:00:00	5708852	1	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010148	0005222505	o1358840	2012/10/08 00:00:00	5708852	1	2012/10/08 00:00:00	2013/10/08 00:00:00	2012/10/08 00:00:00	5708852	1	500.00	0.00	500.00	Y	2019/10/25 00:00:00
0000010149	0005222505	o1510678	2014/11/11 00:00:00	5708852	1	2014/11/11 00:00:00	2016/02/01 00:00:00	2014/11/11 00:00:00	5708852	1	500.00	0.00	500.00	Y	2019/10/25 00:00:00
0000010150	0005222505	o3180905	2013/08/23 00:00:00	5708852	1	2013/08/23 00:00:00	2014/10/08 00:00:00	2013/10/08 00:00:00	5708852	1	400.00	0.00	400.00	Y	2019/10/25 00:00:00
0000010151	0005222529	o12190133	2015/07/13 00:00:00	30722623	1	2015/07/13 00:00:00	2015/07/14 00:00:00	2015/07/13 00:00:00	30722623	8	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010152	0005222529	o12190189	2015/07/16 00:00:00	30722623	1	2015/07/16 00:00:00	2016/05/12 00:00:00	2015/07/16 00:00:00	30722623	7	0.00	0.00	0.00	Y	2019/10/25 00:00:00
0000010153	0005222529	o12190622	2015/08/12 00:00:00	30722623	1	2015/08/12 00:00:00	2016/02/11 00:00:00	2015/08/12 00:00:00	30722623	1	30.72	0.00	30.72	Y	2019/10/25 00:00:00
0000010154	0005222529	o12191061	2015/09/11 00:00:00	30722623	1	2015/09/11 00:00:00	2016/02/11 00:00:00	2015/09/11 00:00:00	30722623	11	279.36	0.00	279.36	Y	2019/10/25 00:00:00
0000010155	0005222529	o12191211	2015/09/18 00:00:00	30722623	1	2015/09/18 00:00:00	2016/02/11 00:00:00	2015/09/18 00:00:00	30722623	2	48.31	0.00	48.31	Y	2019/10/25 00:00:00
0000010156	0005222529	o7140779	2014/09/03 00:00:00	30722623	1	2014/09/03 00:00:00	2015/09/03 00:00:00	2014/09/03 00:00:00	30722623	19	1235.00	0.00	1235.00	Y	2019/10/25 00:00:00
0000010157	0005222529	o8120096	2014/10/21 00:00:00	30722623	1	2014/10/21 00:00:00	2016/02/01 00:00:00	2014/10/21 00:00:00	30722623	3	195.00	0.00	195.00	Y	2019/10/25 00:00:00
0000010158	0005222529	o9740978	2015/03/17 00:00:00	30722623	1	2015/03/17 00:00:00	2015/09/19 00:00:00	2015/03/17 00:00:00	30722623	16	0.00	0.00	0.00	Y	2019/10/25 00:00:00
