,0,Zipcode,Zipcode Area,0,,,,,,,
21425,59858,,,,,,,,,,
21426,15042,,,,,,,,,,
21427,13021,,,,,,,,,,
21428,77224,,,,,,,,,,
21429,77224,,,,,,,,,,
21430,49060,,,,,,,,,,
21431,89178,,,,,,,,,,
21432,72081,,,,,,,,,,
21433,72081,,,,,,,,,,
21434,92177,,,,,,,,,,
21435,92177,,,,,,,,,,
21436,28715,,,,,,,,,,
21437,92264,,,,,,,,,,
21438,74055,,,,,,,,,,
21439,92595,,,,,,,,,,
21440,75752,,,,,,,,,,
21441,94502,,,,,,,,,,
21442,45503,,,,,,,,,,
21443,80222,,,,,,,,,,
21444,80239,,,,,,,,,,
21445,48079,,,,,,,,,,
21446,85213,,,,,,,,,,
21447,44023,,,,,,,,,,
21448,12440,,,,,,,,,,
21449,12440,,,,,,,,,,
21450,99141,,,,,,,,,,
21451,95765,,,,,,,,,,
21452,90630,,,,,,,,,,
21453,85138,,,,,,,,,,
21454,85261,,,,,,,,,,
21455,98031,,,,,,,,,,
21456,33334,,,,,,,,,,
21457,33598,,,,,,,,,,
21458,33598,,,,,,,,,,
21459,44011,,,,,,,,,,
21460,56063,,,,,,,,,,
21461,56063,,,,,,,,,,
21462,33853,,,,,,,,,,
21463,98467,,,,,,,,,,
21464,64150,,,,,,,,,,
21465,66047,,,,,,,,,,
21466,63111,,,,,,,,,,
21467,90291,,,,,,,,,,
21468,22580,,,,,,,,,,
21469,22580,,,,,,,,,,
21470,66205,,,,,,,,,,
21471,91304,,,,,,,,,,
21472,75058,,,,,,,,,,
21473,75058,,,,,,,,,,
21474,2816,,,,,,,,,,
21475,29689,,,,,,,,,,
21476,29689,,,,,,,,,,
21477,46206,,,,,,,,,,
21478,34229,,,,,,,,,,
21479,23453,,,,,,,,,,
21480,11577,,,,,,,,,,
21481,12861,,,,,,,,,,
21482,12861,,,,,,,,,,
21483,60005,,,,,,,,,,
21484,20171,,,,,,,,,,
21485,65809,,,,,,,,,,
21486,30183,,,,,,,,,,
21487,54467,,,,,,,,,,
21488,54467,,,,,,,,,,
21489,85064,,,,,,,,,,
21490,55775,,,,,,,,,,
21491,55775,,,,,,,,,,
21492,29071,,,,,,,,,,
21493,29071,,,,,,,,,,
21494,46320,,,,,,,,,,
21495,98203,,,,,,,,,,
21496,77441,,,,,,,,,,
21497,43935,,,,,,,,,,
21498,17540,,,,,,,,,,
21499,68142,,,,,,,,,,
21500,68142,,,,,,,,,,
21501,95391,,,,,,,,,,
21502,95391,,,,,,,,,,
21503,56267,,,,,,,,,,
21504,94019,,,,,,,,,,
21505,79608,,,,,,,,,,
21506,79608,,,,,,,,,,
21507,92191,,,,,,,,,,
21508,51510,,,,,,,,,,
21509,51510,,,,,,,,,,
21510,33158,,,,,,,,,,
21511,92782,,,,,,,,,,
21512,32794,,,,,,,,,,
21513,27702,,,,,,,,,,
21514,32790,,,,,,,,,,
21515,59485,,,,,,,,,,
21516,59485,,,,,,,,,,
21517,29419,,,,,,,,,,
21518,29419,,,,,,,,,,
21519,21803,,,,,,,,,,
21520,95151,,,,,,,,,,
21521,95151,,,,,,,,,,
21522,93035,,,,,,,,,,
21523,75091,,,,,,,,,,
21524,59937,,,,,,,,,,
21525,55804,,,,,,,,,,
21526,2351,,,,,,,,,,
21527,65536,,,,,,,,,,
21528,95835,,,,,,,,,,
21529,13090,,,,,,,,,,
21530,25358,,,,,,,,,,
21531,25358,,,,,,,,,,
21532,4488,,,,,,,,,,
21533,97215,,,,,,,,,,
21534,75067,,,,,,,,,,
21535,16056,,,,,,,,,,
21536,32962,,,,,,,,,,
21537,16502,,,,,,,,,,
21538,75137,,,,,,,,,,
21539,87021,,,,,,,,,,
21540,73933,,,,,,,,,,
21541,66762,,,,,,,,,,
21542,89705,,,,,,,,,,
21543,87740,,,,,,,,,,
21544,87547,,,,,,,,,,
21545,87013,,,,,,,,,,
21546,87059,,,,,,,,,,
21547,88045,,,,,,,,,,
21548,20121,,,,,,,,,,
21549,87043,,,,,,,,,,
21550,87144,,,,,,,,,,
21551,46268,,,,,,,,,,
21552,87105,,,,,,,,,,
21553,87191,,,,,,,,,,
21554,87015,,,,,,,,,,
21555,88203,,,,,,,,,,
21556,57769,,,,,,,,,,
21557,57769,,,,,,,,,,
21558,87031,,,,,,,,,,
21559,FARMI,,,,,,,,,,
21560,87574,,,,,,,,,,
21561,33915,,,,,,,,,,
21562,89704,,,,,,,,,,
21563,87529,,,,,,,,,,
21564,87558,,,,,,,,,,
21565,87198,,,,,,,,,,
21566,87126,,,,,,,,,,
21567,87528,,,,,,,,,,
21568,36856,,,,,,,,,,
21569,18913,,,,,,,,,,
21570,18913,,,,,,,,,,
21571,77449,,,,,,,,,,
21572,8009,,,,,,,,,,
21573,84333,,,,,,,,,,
21574,84335,,,,,,,,,,
21575,93942,,,,,,,,,,
21576,44846,,,,,,,,,,
21577,43022,,,,,,,,,,
21578,12827,,,,,,,,,,
21579,78725,,,,,,,,,,
21580,15332,,,,,,,,,,
21581,46341,,,,,,,,,,
21582,16441,,,,,,,,,,
21583,K1S 3,,,,,,,,,,
21584,47586,,,,,,,,,,
21585,41001,,,,,,,,,,
21586,37024,,,,,,,,,,
21587,74953,,,,,,,,,,
21588,60003,,,,,,,,,,
21589,47305,,,,,,,,,,
21590,40516,,,,,,,,,,
21591,17404,,,,,,,,,,
21592,11003,,,,,,,,,,
21593,99026,,,,,,,,,,
21594,3261,,,,,,,,,,
21595,23901,,,,,,,,,,
21596,47465,,,,,,,,,,
21597,62439,,,,,,,,,,
21598,32818,,,,,,,,,,
21599,60004,,,,,,,,,,
21600,88030,,,,,,,,,,
21601,33233,,,,,,,,,,
21602,45356,,,,,,,,,,
21603,43302,,,,,,,,,,
21604,44047,,,,,,,,,,
21605,44420,,,,,,,,,,
21606,89133,,,,,,,,,,
21607,89121,,,,,,,,,,
21608,89449,,,,,,,,,,
21609,89431,,,,,,,,,,
21610,89436,,,,,,,,,,
21611,70182,,,,,,,,,,
21612,1053,,,,,,,,,,
21613,1061,,,,,,,,,,
21614,38139,,,,,,,,,,
21615,89114,,,,,,,,,,
21616,89027,,,,,,,,,,
21617,45802,,,,,,,,,,
21618,89441,,,,,,,,,,
21619,89140,,,,,,,,,,
21620,60056,,,,,,,,,,
21621,45694,,,,,,,,,,
21622,45216,,,,,,,,,,
21623,45640,,,,,,,,,,
21624,89193,,,,,,,,,,
21625,44883,,,,,,,,,,
21626,89107,,,,,,,,,,
21627,89145,,,,,,,,,,
21628,89137,,,,,,,,,,
21629,44691,,,,,,,,,,
21630,45426,,,,,,,,,,
21631,89180,,,,,,,,,,
21632,89154,,,,,,,,,,
21633,34947,,,,,,,,,,
21634,95120,,,,,,,,,,
21635,89510,,,,,,,,,,
21636,45203,,,,,,,,,,
21637,92532,,,,,,,,,,
21638,89108,,,,,,,,,,
21639,89146,,,,,,,,,,
21640,51502,,,,,,,,,,
21641,81615,,,,,,,,,,
21642,80121,,,,,,,,,,
21643,45214,,,,,,,,,,
21644,84171,,,,,,,,,,
21645,22211,,,,,,,,,,
21646,89081,,,,,,,,,,
21647,34734,,,,,,,,,,
21648,93546,,,,,,,,,,
21649,45223,,,,,,,,,,
21650,45475,,,,,,,,,,
21651,85377,,,,,,,,,,
21652,45729,,,,,,,,,,
21653,45729,,,,,,,,,,
21654,91504,,,,,,,,,,
21655,44087,,,,,,,,,,
21656,57785,,,,,,,,,,
21657,89137,,,,,,,,,,
21658,84004,,,,,,,,,,
21659,89142,,,,,,,,,,
21660,43054,,,,,,,,,,
21661,43147,,,,,,,,,,
21662,89315,,,,,,,,,,
21663,84765,,,,,,,,,,
21664,89141,,,,,,,,,,
21665,44141,,,,,,,,,,
21666,44309,,,,,,,,,,
21667,44281,,,,,,,,,,
21668,89411,,,,,,,,,,
21669,55446,,,,,,,,,,
21670,53008,,,,,,,,,,
21671,94172,,,,,,,,,,
21672,9589,,,,,,,,,,
21673,45403,,,,,,,,,,
21674,91384,,,,,,,,,,
21675,28717,,,,,,,,,,
21676,81432,,,,,,,,,,
21677,49629,,,,,,,,,,
21678,36732,,,,,,,,,,
21679,66219,,,,,,,,,,
21680,60522,,,,,,,,,,
21681,44441,,,,,,,,,,
21682,45822,,,,,,,,,,
21683,45322,,,,,,,,,,
21684,44072,,,,,,,,,,
21685,44149,,,,,,,,,,
21686,44473,,,,,,,,,,
21687,89430,,,,,,,,,,
21688,44128,,,,,,,,,,
21689,84701,,,,,,,,,,
21690,89446,,,,,,,,,,
21691,78237,,,,,,,,,,
21692,90293,,,,,,,,,,
21693,90620,,,,,,,,,,
21694,94710,,,,,,,,,,
21695,90023,,,,,,,,,,
21696,95228,,,,,,,,,,
21697,95337,,,,,,,,,,
21698,94534,,,,,,,,,,
21699,77068,,,,,,,,,,
21700,19192,,,,,,,,,,
21701,5302,,,,,,,,,,
21702,21221,,,,,,,,,,
21703,87552,,,,,,,,,,
21704,74462,,,,,,,,,,
21705,85299,,,,,,,,,,
21706,80232,,,,,,,,,,
21707,44053,,,,,,,,,,
21708,59105,,,,,,,,,,
21709,19025,,,,,,,,,,
21710,18707,,,,,,,,,,
21711,93630,,,,,,,,,,
21712,15342,,,,,,,,,,
21713,90712,,,,,,,,,,
21714,9498,,,,,,,,,,
21715,84326,,,,,,,,,,
21716,85122,,,,,,,,,,
21717,92673,,,,,,,,,,
21718,96002,,,,,,,,,,
21719,76117,,,,,,,,,,
21720,93930,,,,,,,,,,
21721,75686,,,,,,,,,,
21722,74030,,,,,,,,,,
21723,16426,,,,,,,,,,
21724,85048,,,,,,,,,,
21725,92657,,,,,,,,,,
21726,95603,,,,,,,,,,
21727,93212,,,,,,,,,,
21728,3223,,,,,,,,,,
21729,11768,,,,,,,,,,
21730,91901,,,,,,,,,,
21731,92844,,,,,,,,,,
21732,92308,,,,,,,,,,
21733,94085,,,,,,,,,,
21734,92210,,,,,,,,,,
21735,86404,,,,,,,,,,
21736,94539,,,,,,,,,,
21737,96013,,,,,,,,,,
21738,95967,,,,,,,,,,
21739,92502,,,,,,,,,,
21740,5353,,,,,,,,,,
21741,68601,,,,,,,,,,
21742,85302,,,,,,,,,,
21743,85087,,,,,,,,,,
21744,90660,,,,,,,,,,
21745,15015,,,,,,,,,,
21746,23607,,,,,,,,,,
21747,15359,,,,,,,,,,
21748,5465,,,,,,,,,,
21749,19082,,,,,,,,,,
21750,45237,,,,,,,,,,
21751,96049,,,,,,,,,,
21752,19083,,,,,,,,,,
21753,21704,,,,,,,,,,
21754,17406,,,,,,,,,,
21755,8061,,,,,,,,,,
21756,16686,,,,,,,,,,
21757,17078,,,,,,,,,,
21758,91710,,,,,,,,,,
21759,13041,,,,,,,,,,
21760,48376,,,,,,,,,,
21761,13603,,,,,,,,,,
21762,8828,,,,,,,,,,
21763,95330,,,,,,,,,,
21764,18503,,,,,,,,,,
21765,10923,,,,,,,,,,
21766,19124,,,,,,,,,,
21767,58442,,,,,,,,,,
21768,58442,,,,,,,,,,
21769,15139,,,,,,,,,,
21770,15205,,,,,,,,,,
21771,19809,,,,,,,,,,
21772,18518,,,,,,,,,,
21773,3818,,,,,,,,,,
21774,92401,,,,,,,,,,
21775,83872,,,,,,,,,,
21776,17901,,,,,,,,,,
21777,58639,,,,,,,,,,
21778,16503,,,,,,,,,,
21779,94120,,,,,,,,,,
21780,95368,,,,,,,,,,
21781,81242,,,,,,,,,,
21782,81242,,,,,,,,,,
21783,92104,,,,,,,,,,
21784,19040,,,,,,,,,,
21785,91040,,,,,,,,,,
21786,8230,,,,,,,,,,
21787,90732,,,,,,,,,,
21788,98339,,,,,,,,,,
21789,76571,,,,,,,,,,
21790,98846,,,,,,,,,,
21791,7853,,,,,,,,,,
21792,34116,,,,,,,,,,
21793,92799,,,,,,,,,,
21794,92799,,,,,,,,,,
21795,95330,,,,,,,,,,
21796,95129,,,,,,,,,,
21797,58254,,,,,,,,,,
21798,19127,,,,,,,,,,
21799,23223,,,,,,,,,,
21800,77563,,,,,,,,,,
21801,57783,,,,,,,,,,
21802,16823,,,,,,,,,,
21803,58206,,,,,,,,,,
21804,93022,,,,,,,,,,
21805,54981,,,,,,,,,,
21806,97283,,,,,,,,,,
21807,91605,,,,,,,,,,
21808,85132,,,,,,,,,,
21809,58366,,,,,,,,,,
21810,95726,,,,,,,,,,
21811,92392,,,,,,,,,,
21812,15260,,,,,,,,,,
21813,58367,,,,,,,,,,
21814,6757,,,,,,,,,,
21815,92110,,,,,,,,,,
21816,3144,,,,,,,,,,
21817,92196,,,,,,,,,,
21818,92263,,,,,,,,,,
21819,92019,,,,,,,,,,
21820,3076,,,,,,,,,,
21821,58506,,,,,,,,,,
21822,19122,,,,,,,,,,
21823,18101,,,,,,,,,,
21824,92704,,,,,,,,,,
21825,95820,,,,,,,,,,
21826,745,,,,,,,,,,
21827,22040,,,,,,,,,,
21828,75265,,,,,,,,,,
21829,1129,,,,,,,,,,
21830,93433,,,,,,,,,,
21831,33679,,,,,,,,,,
21832,91775,,,,,,,,,,
21833,92179,,,,,,,,,,
21834,18064,,,,,,,,,,
21835,58257,,,,,,,,,,
21836,91701,,,,,,,,,,
21837,3031,,,,,,,,,,
21838,3055,,,,,,,,,,
21839,96776,,,,,,,,,,
21840,95307,,,,,,,,,,
21841,92624,,,,,,,,,,
21842,4084,,,,,,,,,,
21843,15216,,,,,,,,,,
21844,95106,,,,,,,,,,
21845,95110,,,,,,,,,,
21846,95031,,,,,,,,,,
21847,68402,,,,,,,,,,
21848,18055,,,,,,,,,,
21849,75043,,,,,,,,,,
21850,92021,,,,,,,,,,
21851,92605,,,,,,,,,,
21852,90029,,,,,,,,,,
21853,95822,,,,,,,,,,
21854,4611,,,,,,,,,,
21855,92619,,,,,,,,,,
21856,95019,,,,,,,,,,
21857,3870,,,,,,,,,,
21858,90260,,,,,,,,,,
21859,95367,,,,,,,,,,
21860,22195,,,,,,,,,,
21861,66505,,,,,,,,,,
21862,93613,,,,,,,,,,
21863,95304,,,,,,,,,,
21864,92169,,,,,,,,,,
21865,32730,,,,,,,,,,
21866,19066,,,,,,,,,,
21867,15229,,,,,,,,,,
21868,15559,,,,,,,,,,
21869,79411,,,,,,,,,,
21870,32963,,,,,,,,,,
21871,95241,,,,,,,,,,
21872,5059,,,,,,,,,,
21873,95054,,,,,,,,,,
21874,12030,,,,,,,,,,
21875,93437,,,,,,,,,,
21876,22844,,,,,,,,,,
21877,4201,,,,,,,,,,
21878,19425,,,,,,,,,,
21879,93303,,,,,,,,,,
21880,3782,,,,,,,,,,
21881,26431,,,,,,,,,,
21882,91313,,,,,,,,,,
21883,14604,,,,,,,,,,
21884,91791,,,,,,,,,,
21885,95039,,,,,,,,,,
21886,3824,,,,,,,,,,
21887,19139,,,,,,,,,,
21888,7734,,,,,,,,,,
21889,92610,,,,,,,,,,
21890,16735,,,,,,,,,,
21891,90222,,,,,,,,,,
21892,81418,,,,,,,,,,
21893,81410,,,,,,,,,,
21894,9604,,,,,,,,,,
21895,9603,,,,,,,,,,
21896,V5N 4,,,,,,,,,,
21897,19312,,,,,,,,,,
21898,94526,,,,,,,,,,
21899,3903,,,,,,,,,,
21900,3864,,,,,,,,,,
21901,5300,,,,,,,,,,
21902,92654,,,,,,,,,,
21903,17331,,,,,,,,,,
21904,3884,,,,,,,,,,
21905,68112,,,,,,,,,,
21906,94023,,,,,,,,,,
21907,95621,,,,,,,,,,
21908,58047,,,,,,,,,,
21909,93043,,,,,,,,,,
21910,98606,,,,,,,,,,
21911,97459,,,,,,,,,,
21912,3053,,,,,,,,,,
21913,32956,,,,,,,,,,
21914,93268,,,,,,,,,,
21915,4427,,,,,,,,,,
21916,91951,,,,,,,,,,
21917,L3Y 2,,,,,,,,,,
21918,93232,,,,,,,,,,
21919,93590,,,,,,,,,,
21920,93590,,,,,,,,,,
21921,90601,,,,,,,,,,
21922,18049,,,,,,,,,,
21923,95030,,,,,,,,,,
21924,92817,,,,,,,,,,
21925,92781,,,,,,,,,,
21926,15116,,,,,,,,,,
21927,15211,,,,,,,,,,
21928,95492,,,,,,,,,,
21929,95492,,,,,,,,,,
21930,45034,,,,,,,,,,
21931,45034,,,,,,,,,,
21932,45311,,,,,,,,,,
21933,45311,,,,,,,,,,
21934,28732,,,,,,,,,,
21935,27624,,,,,,,,,,
21936,89701,,,,,,,,,,
21937,23322,,,,,,,,,,
21938,33527,,,,,,,,,,
21939,79772,,,,,,,,,,
21940,1116,,,,,,,,,,
21941,80477,,,,,,,,,,
21942,32169,,,,,,,,,,
21943,62040,,,,,,,,,,
21944,60510,,,,,,,,,,
21945,46235,,,,,,,,,,
21946,2828,,,,,,,,,,
21947,46225,,,,,,,,,,
21948,15005,,,,,,,,,,
21949,44111,,,,,,,,,,
21950,92845,,,,,,,,,,
21951,92845,,,,,,,,,,
21952,63031,,,,,,,,,,
21953,60188,,,,,,,,,,
21954,38225,,,,,,,,,,
21955,7717,,,,,,,,,,
21956,46214,,,,,,,,,,
21957,45174,,,,,,,,,,
21958,94960,,,,,,,,,,
21959,92178,,,,,,,,,,
21960,78667,,,,,,,,,,
21961,4981,,,,,,,,,,
21962,98496,,,,,,,,,,
21963,98496,,,,,,,,,,
21964,95971,,,,,,,,,,
21965,17857,,,,,,,,,,
21966,11010,,,,,,,,,,
21967,21060,,,,,,,,,,
21968,75360,,,,,,,,,,
21969,75360,,,,,,,,,,
21970,89702,,,,,,,,,,
21971,32457,,,,,,,,,,
21972,32456,,,,,,,,,,
21973,30023,,,,,,,,,,
21974,31139,,,,,,,,,,
21975,933,,,,,,,,,,
21976,32912,,,,,,,,,,
21977,15223,,,,,,,,,,
21978,93257,,,,,,,,,,
21979,10913,,,,,,,,,,
21980,49004,,,,,,,,,,
21981,65803,,,,,,,,,,
21982,66701,,,,,,,,,,
21983,64081,,,,,,,,,,
21984,76067,,,,,,,,,,
21985,76068,,,,,,,,,,
21986,76115,,,,,,,,,,
21987,34428,,,,,,,,,,
21988,76450,,,,,,,,,,
21989,78648,,,,,,,,,,
21990,79493,,,,,,,,,,
21991,77522,,,,,,,,,,
21992,77964,,,,,,,,,,
21993,79065,,,,,,,,,,
21994,76825,,,,,,,,,,
21995,77856,,,,,,,,,,
21996,38555,,,,,,,,,,
21997,53905,,,,,,,,,,
21998,53919,,,,,,,,,,
21999,32714,,,,,,,,,,
22000,38358,,,,,,,,,,
22001,75964,,,,,,,,,,
22002,76018,,,,,,,,,,
22003,78381,,,,,,,,,,
22004,34241,,,,,,,,,,
22005,79752,,,,,,,,,,
22006,75076,,,,,,,,,,
22007,84321,,,,,,,,,,
22008,78733,,,,,,,,,,
22009,11105,,,,,,,,,,
22010,75482,,,,,,,,,,
22011,77642,,,,,,,,,,
22012,77083,,,,,,,,,,
22013,77474,,,,,,,,,,
22014,79201,,,,,,,,,,
22015,77903,,,,,,,,,,
22016,16673,,,,,,,,,,
22017,34982,,,,,,,,,,
22018,95668,,,,,,,,,,
22019,75370,,,,,,,,,,
22020,79408,,,,,,,,,,
22021,24292,,,,,,,,,,
22022,28759,,,,,,,,,,
22023,37331,,,,,,,,,,
22024,38118,,,,,,,,,,
22025,37379,,,,,,,,,,
22026,35809,,,,,,,,,,
22027,8215,,,,,,,,,,
22028,46373,,,,,,,,,,
22029,37214,,,,,,,,,,
22030,95818,,,,,,,,,,
22031,77032,,,,,,,,,,
22032,76180,,,,,,,,,,
22033,62249,,,,,,,,,,
22034,34677,,,,,,,,,,
22035,75232,,,,,,,,,,
22036,71418,,,,,,,,,,
22037,77808,,,,,,,,,,
22038,11764,,,,,,,,,,
22039,37853,,,,,,,,,,
22040,33186,,,,,,,,,,
22041,37912,,,,,,,,,,
22042,78248,,,,,,,,,,
22043,36518,,,,,,,,,,
22044,33525,,,,,,,,,,
22045,34470,,,,,,,,,,
22046,70143,,,,,,,,,,
22047,33193,,,,,,,,,,
22048,99999,,,,,,,,,,
22049,75026,,,,,,,,,,
22050,77022,,,,,,,,,,
22051,76248,,,,,,,,,,
22052,19477,,,,,,,,,,
22053,38870,,,,,,,,,,
22054,37174,,,,,,,,,,
22055,19456,,,,,,,,,,
22056,38560,,,,,,,,,,
22057,89077,,,,,,,,,,
22058,78570,,,,,,,,,,
22059,34949,,,,,,,,,,
22060,33062,,,,,,,,,,
22061,33770,,,,,,,,,,
22062,79702,,,,,,,,,,
22063,76258,,,,,,,,,,
22064,98278,,,,,,,,,,
22065,10549,,,,,,,,,,
22066,32756,,,,,,,,,,
22067,79904,,,,,,,,,,
22068,78132,,,,,,,,,,
22069,32949,,,,,,,,,,
22070,32696,,,,,,,,,,
22071,33875,,,,,,,,,,
22072,33436,,,,,,,,,,
22073,79607,,,,,,,,,,
22074,75249,,,,,,,,,,
22075,78574,,,,,,,,,,
22076,76036,,,,,,,,,,
22077,77026,,,,,,,,,,
22078,78957,,,,,,,,,,
22079,77588,,,,,,,,,,
22080,77001,,,,,,,,,,
22081,60142,,,,,,,,,,
22082,77049,,,,,,,,,,
22083,76099,,,,,,,,,,
22084,33122,,,,,,,,,,
22085,37772,,,,,,,,,,
22086,32828,,,,,,,,,,
22087,59401,,,,,,,,,,
22088,75215,,,,,,,,,,
22089,60639,,,,,,,,,,
22090,32404,,,,,,,,,,
22091,77496,,,,,,,,,,
22092,79602,,,,,,,,,,
22093,78123,,,,,,,,,,
22094,40523,,,,,,,,,,
22095,78629,,,,,,,,,,
22096,62712,,,,,,,,,,
22097,76207,,,,,,,,,,
22098,87116,,,,,,,,,,
22099,85367,,,,,,,,,,
22100,33742,,,,,,,,,,
22101,33102,,,,,,,,,,
22102,78520,,,,,,,,,,
22103,75224,,,,,,,,,,
22104,76706,,,,,,,,,,
22105,79821,,,,,,,,,,
22106,81055,,,,,,,,,,
22107,37032,,,,,,,,,,
22108,37240,,,,,,,,,,
22109,32428,,,,,,,,,,
22110,76272,,,,,,,,,,
22111,75376,,,,,,,,,,
22112,75376,,,,,,,,,,
22113,75757,,,,,,,,,,
22114,34104,,,,,,,,,,
22115,93657,,,,,,,,,,
22116,43964,,,,,,,,,,
22117,32968,,,,,,,,,,
22118,72543,,,,,,,,,,
22119,5070,,,,,,,,,,
22120,78013,,,,,,,,,,
22121,55014,,,,,,,,,,
22122,29842,,,,,,,,,,
22123,62629,,,,,,,,,,
22124,78755,,,,,,,,,,
22125,98684,,,,,,,,,,
22126,83406,,,,,,,,,,
22127,78657,,,,,,,,,,
22128,74128,,,,,,,,,,
22129,78716,,,,,,,,,,
22130,67205,,,,,,,,,,
22131,602,,,,,,,,,,
22132,34450,,,,,,,,,,
22133,76111,,,,,,,,,,
22134,92075,,,,,,,,,,
22135,75238,,,,,,,,,,
22136,77071,,,,,,,,,,
22137,37777,,,,,,,,,,
22138,34234,,,,,,,,,,
22139,71854,,,,,,,,,,
22140,78834,,,,,,,,,,
22141,23919,,,,,,,,,,
22142,11106,,,,,,,,,,
22143,79922,,,,,,,,,,
22144,83686,,,,,,,,,,
22145,50009,,,,,,,,,,
22146,83422,,,,,,,,,,
22147,28052,,,,,,,,,,
22148,28645,,,,,,,,,,
22149,68008,,,,,,,,,,
22150,27712,,,,,,,,,,
22151,38762,,,,,,,,,,
22152,50421,,,,,,,,,,
22153,52060,,,,,,,,,,
22154,64109,,,,,,,,,,
22155,52772,,,,,,,,,,
22156,50801,,,,,,,,,,
22157,36471,,,,,,,,,,
22158,50423,,,,,,,,,,
22159,50061,,,,,,,,,,
22160,67042,,,,,,,,,,
22161,29697,,,,,,,,,,
22162,29620,,,,,,,,,,
22163,29657,,,,,,,,,,
22164,29512,,,,,,,,,,
22165,29560,,,,,,,,,,
22166,66605,,,,,,,,,,
22167,55450,,,,,,,,,,
22168,46285,,,,,,,,,,
22169,81621,,,,,,,,,,
22170,98294,,,,,,,,,,
22171,99037,,,,,,,,,,
22172,99021,,,,,,,,,,
22173,98232,,,,,,,,,,
22174,32309,,,,,,,,,,
22175,19951,,,,,,,,,,
22176,85702,,,,,,,,,,
22177,66203,,,,,,,,,,
22178,50273,,,,,,,,,,
22179,50021,,,,,,,,,,
22180,50864,,,,,,,,,,
22181,29078,,,,,,,,,,
22182,98007,,,,,,,,,,
22183,52627,,,,,,,,,,
22184,27030,,,,,,,,,,
22185,54082,,,,,,,,,,
22186,78748,,,,,,,,,,
22187,41072,,,,,,,,,,
22188,41071,,,,,,,,,,
22189,16646,,,,,,,,,,
22190,16668,,,,,,,,,,
22191,81230,,,,,,,,,,
22192,67235,,,,,,,,,,
22193,50219,,,,,,,,,,
22194,99030,,,,,,,,,,
22195,83852,,,,,,,,,,
22196,37890,,,,,,,,,,
22197,50315,,,,,,,,,,
22198,50841,,,,,,,,,,
22199,63042,,,,,,,,,,
22200,51351,,,,,,,,,,
22201,64089,,,,,,,,,,
22202,52548,,,,,,,,,,
22203,50060,,,,,,,,,,
22204,52565,,,,,,,,,,
22205,73143,,,,,,,,,,
22206,73131,,,,,,,,,,
22207,67101,,,,,,,,,,
22208,55350,,,,,,,,,,
22209,55325,,,,,,,,,,
22210,98444,,,,,,,,,,
22211,89512,,,,,,,,,,
22212,99212,,,,,,,,,,
22213,28056,,,,,,,,,,
22214,39309,,,,,,,,,,
22215,51561,,,,,,,,,,
22216,51632,,,,,,,,,,
22217,52043,,,,,,,,,,
22218,51566,,,,,,,,,,
22219,52353,,,,,,,,,,
22220,37762,,,,,,,,,,
22221,55423,,,,,,,,,,
22222,98272,,,,,,,,,,
22223,14611,,,,,,,,,,
22224,52761,,,,,,,,,,
22225,99208,,,,,,,,,,
22226,67156,,,,,,,,,,
22227,51105,,,,,,,,,,
22228,50317,,,,,,,,,,
22229,24641,,,,,,,,,,
22230,54555,,,,,,,,,,
22231,95763,,,,,,,,,,
22232,15349,,,,,,,,,,
22233,73860,,,,,,,,,,
22234,66214,,,,,,,,,,
22235,70049,,,,,,,,,,
22236,52549,,,,,,,,,,
22237,73644,,,,,,,,,,
22238,4444,,,,,,,,,,
22239,50126,,,,,,,,,,
22240,47903,,,,,,,,,,
22241,50310,,,,,,,,,,
22242,29445,,,,,,,,,,
22243,54603,,,,,,,,,,
22244,86515,,,,,,,,,,
22245,29456,,,,,,,,,,
22246,27573,,,,,,,,,,
22247,73070,,,,,,,,,,
22248,15044,,,,,,,,,,
22249,23662,,,,,,,,,,
22250,68108,,,,,,,,,,
22251,1731,,,,,,,,,,
22252,55009,,,,,,,,,,
22253,29571,,,,,,,,,,
22254,57252,,,,,,,,,,
22255,51103,,,,,,,,,,
22256,51106,,,,,,,,,,
22257,32635,,,,,,,,,,
22258,91344,,,,,,,,,,
22259,19540,,,,,,,,,,
22260,70183,,,,,,,,,,
22261,50659,,,,,,,,,,
22262,50047,,,,,,,,,,
22263,50677,,,,,,,,,,
22264,59602,,,,,,,,,,
22265,44133,,,,,,,,,,
22266,24104,,,,,,,,,,
22267,38476,,,,,,,,,,
22268,83651,,,,,,,,,,
22269,47648,,,,,,,,,,
22270,20187,,,,,,,,,,
22271,68802,,,,,,,,,,
22272,79706,,,,,,,,,,
22273,28212,,,,,,,,,,
22274,93662,,,,,,,,,,
22275,47519,,,,,,,,,,
22276,87123,,,,,,,,,,
22277,19934,,,,,,,,,,
22278,27932,,,,,,,,,,
22279,85326,,,,,,,,,,
22280,28402,,,,,,,,,,
22281,73049,,,,,,,,,,
22282,80230,,,,,,,,,,
22283,2651,,,,,,,,,,
22284,46221,,,,,,,,,,
22285,83669,,,,,,,,,,
22286,39560,,,,,,,,,,
22287,55345,,,,,,,,,,
22288,98282,,,,,,,,,,
22289,22315,,,,,,,,,,
22290,22620,,,,,,,,,,
22291,22611,,,,,,,,,,
22292,67456,,,,,,,,,,
22293,67456,,,,,,,,,,
22294,55124,,,,,,,,,,
22295,55346,,,,,,,,,,
22296,9805,,,,,,,,,,
