,Zipcode,Zipcode Area
3259,18431,134.26 sq mi
3260,14048,7.318 sq mi
3261,54481,8.796 sq mi
3262,89107,5.46 sq mi
3263,87113,9.004 sq mi
3264,21211,0.01 sq mi
3265,92708,9.061 sq mi
3266,33328,9.4 sq mi
3267,94025,11.753 sq mi
3268,19041,3.302 sq mi
3269,43085,0.084 sq mi
3270,11771,3.815 sq mi
3271,67221,0 sq mi
3272,95076,136.599 sq mi
3273,92780,6.992 sq mi
3274,85255,87.572 sq mi
3275,11206,1.434 sq mi
3276,75071,78.799 sq mi
3277,97023,127.499 sq mi
3278,98685,9.725 sq mi
3279,73117,0.002 sq mi
3280,91730,0.011 sq mi
3281,37919,18.946 sq mi
3282,91203,0.819 sq mi
3283,22025,6.808 sq mi
3284,32810,9.243 sq mi
3285,85212,35.427 sq mi
3286,26301,74.188 sq mi
3287,60506,18.718 sq mi
3288,15701,115.296 sq mi
3289,85541,782.963 sq mi
3290,16506,14 sq mi
3291,23551,0 sq mi
3292,98531,1.392 sq mi
3293,84057,0 sq mi
3294,33762,7.305 sq mi
3295,97701,678.902 sq mi
3296,97702,81.957 sq mi
3297,16125,109.396 sq mi
3298,24083,7.983 sq mi
3299,93923,3.841 sq mi
3300,37043,0.839 sq mi
3301,23667,0 sq mi
3302,79911,6.243 sq mi
3303,29646,1.299 sq mi
3304,20902,7.581 sq mi
3305,62704,12.087 sq mi
3306,94952,1.158 sq mi
3307,78217,10.494 sq mi
3308,45013,0.647 sq mi
3309,43512,218.724 sq mi
3310,44266,2.577 sq mi
3311,44708,0.351 sq mi
3312,41008,5.479 sq mi
3313,44312,0.345 sq mi
3314,84113,0 sq mi
3315,80601,26.797 sq mi
3316,84701,1.744 sq mi
3317,95814,1.396 sq mi
3318,92395,17.102 sq mi
3319,96766,84.902 sq mi
3320,29566,30.378 sq mi
3321,13619,1.842 sq mi
3322,43348,2.122 sq mi
3323,24482,15.334 sq mi
3324,89801,4.438 sq mi
3325,43832,0.621 sq mi
3326,32825,28.807 sq mi
3327,12110,0.45 sq mi
3328,93905,0.037 sq mi
3329,22150,7.512 sq mi
3330,44702,0.537 sq mi
3331,33764,6.659 sq mi
3332,25702,11.639 sq mi
3333,21225,6.464 sq mi
3334,23454,30.608 sq mi
3335,39525,10.677 sq mi
3336,33150,3.498 sq mi
3337,23225,0.687 sq mi
3338,10950,1.475 sq mi
3339,47714,7.984 sq mi
3340,90505,5.794 sq mi
3341,44667,0.086 sq mi
3342,98837,32.095 sq mi
3343,27006,1.084 sq mi
3344,19115,5.614 sq mi
3345,95382,10.498 sq mi
3346,91206,5.882 sq mi
3347,80516,39.921 sq mi
3348,94541,7.43 sq mi
3349,32713,20.669 sq mi
3350,78712,0 sq mi
3351,32904,19.424 sq mi
3352,33024,0.276 sq mi
3353,20678,8.111 sq mi
3354,53589,84.269 sq mi
3355,93012,52.362 sq mi
3356,76905,207.872 sq mi
3357,76903,26.634 sq mi
3358,47374,1.08 sq mi
3359,80917,0.002 sq mi
3360,79930,10.969 sq mi
3361,50219,117.391 sq mi
3362,15650,74.648 sq mi
3363,44004,5.572 sq mi
3364,50702,9.382 sq mi
3365,19118,0.042 sq mi
3366,65775,0.906 sq mi
3367,41056,4.738 sq mi
3368,71901,1.528 sq mi
3369,75219,0 sq mi
3370,77399,0 sq mi
3371,11572,0.466 sq mi
3372,40475,272.998 sq mi
3373,89511,0.012 sq mi
3374,95366,34.389 sq mi
3375,44107,5.516 sq mi
3376,36607,3.199 sq mi
3377,70601,3.321 sq mi
3378,70570,173.171 sq mi
3379,43551,79.157 sq mi
3380,71202,2.742 sq mi
3381,70563,62.462 sq mi
3382,77354,75.901 sq mi
3383,70607,26.383 sq mi
3384,70605,5.291 sq mi
3385,70119,4.472 sq mi
3386,70816,15.937 sq mi
3387,33313,0.024 sq mi
3388,42240,268.765 sq mi
3389,23063,100.266 sq mi
3390,29486,0 sq mi
3391,70817,25.752 sq mi
3392,87301,0.006 sq mi
3393,92697,0 sq mi
3394,38901,10.811 sq mi
3395,19132,2.164 sq mi
3396,70030,31.486 sq mi
3397,71270,0.484 sq mi
3398,92105,5.57 sq mi
3399,71446,6.37 sq mi
3400,70301,288.05 sq mi
3401,71832,176.594 sq mi
3402,75103,199.451 sq mi
3403,11725,9.757 sq mi
3404,37748,5.661 sq mi
3405,37922,27.203 sq mi
3406,37830,84.766 sq mi
3407,71106,1.492 sq mi
3408,70806,8.876 sq mi
3409,70507,21.196 sq mi
3410,71101,0.188 sq mi
3411,71055,2.691 sq mi
3412,75965,73.914 sq mi
3413,33615,8.623 sq mi
3414,78259,13.771 sq mi
3415,71483,3.939 sq mi
3416,70380,13.413 sq mi
3417,27106,0.336 sq mi
3418,39581,19.656 sq mi
3419,11768,11.315 sq mi
3420,71019,327.314 sq mi
3421,84102,1.774 sq mi
3422,71107,10.533 sq mi
3423,27615,19.334 sq mi
3424,32501,3.804 sq mi
3425,71115,110.348 sq mi
3426,10463,0.134 sq mi
3427,51104,7.725 sq mi
3428,23116,62.816 sq mi
3429,93930,360.068 sq mi
3430,11211,2.298 sq mi
3431,11216,0.935 sq mi
3432,70810,27.071 sq mi
3433,39440,0.326 sq mi
3434,19454,0.002 sq mi
3435,70726,92.8 sq mi
3436,70124,6.659 sq mi
3437,39564,5.813 sq mi
3438,78382,68.271 sq mi
3439,70560,201.724 sq mi
3440,70087,0.081 sq mi
3441,78254,27.056 sq mi
3442,43201,3.083 sq mi
3443,40229,19.753 sq mi
3444,69033,367.822 sq mi
3445,19063,0.275 sq mi
3446,17110,12.763 sq mi
3447,80202,1.12 sq mi
3448,39531,0.995 sq mi
3449,91773,14.303 sq mi
3450,91701,7.27 sq mi
3451,94704,1.069 sq mi
3452,70501,15.621 sq mi
3453,33880,42.628 sq mi
3454,22314,3.793 sq mi
3455,70836,0.023 sq mi
3456,75702,13.643 sq mi
3457,37201,0.305 sq mi
3458,38930,3.946 sq mi
3459,34134,4.526 sq mi
3460,33311,10.347 sq mi
3461,10962,5.863 sq mi
3462,70775,313.151 sq mi
3463,53132,34.792 sq mi
3464,32169,14.756 sq mi
3465,70360,1.368 sq mi
3466,19034,0 sq mi
3467,89706,31.691 sq mi
3468,34653,10.795 sq mi
3469,70634,451.754 sq mi
3470,70139,0.005 sq mi
3471,93430,72.244 sq mi
3472,71104,0.011 sq mi
3473,88330,1.379 sq mi
3474,32206,1.488 sq mi
3475,39213,0.689 sq mi
3476,73521,183.785 sq mi
3477,70611,81.774 sq mi
3478,71463,0.892 sq mi
3479,29577,23.699 sq mi
3480,71340,115.399 sq mi
3481,70131,11.908 sq mi
3482,70592,41.617 sq mi
3483,71209,0.003 sq mi
3484,11209,2.162 sq mi
3485,64492,30.252 sq mi
3486,15901,1.481 sq mi
3487,37205,14.531 sq mi
3488,87112,8.078 sq mi
3489,21237,11.471 sq mi
3490,76014,5.766 sq mi
3491,76542,1.077 sq mi
3492,37932,28.781 sq mi
3493,77055,0.002 sq mi
3494,75069,32.052 sq mi
3495,73401,328.863 sq mi
3496,97471,173.888 sq mi
3497,95821,7.152 sq mi
3498,90710,2.358 sq mi
3499,52803,5.125 sq mi
3500,78730,14.39 sq mi
3501,78163,77.148 sq mi
3502,75401,0.996 sq mi
3503,79936,26.739 sq mi
3504,75061,11.563 sq mi
3505,95476,0.82 sq mi
3506,77566,23.631 sq mi
3507,78114,366.891 sq mi
3508,91402,3.727 sq mi
3509,12095,0.323 sq mi
3510,11968,6.123 sq mi
3511,79252,543.797 sq mi
3512,75402,90.301 sq mi
3513,79934,59.17 sq mi
3514,77904,120.649 sq mi
3515,75208,5.94 sq mi
3516,77706,11.28 sq mi
3517,78751,2.397 sq mi
3518,60630,0.001 sq mi
3519,75501,7.342 sq mi
3520,85140,33.538 sq mi
3521,75160,119.979 sq mi
3522,75042,7.481 sq mi
3523,75156,31.273 sq mi
3524,78520,2.471 sq mi
3525,76049,100.973 sq mi
3526,76102,4.315 sq mi
3527,75226,1.12 sq mi
3528,44057,0.316 sq mi
3529,78040,6.3 sq mi
3530,78214,13.411 sq mi
3531,78041,18.32 sq mi
3532,32508,8.117 sq mi
3533,37620,127.374 sq mi
3534,19958,9.691 sq mi
3535,37406,12.273 sq mi
3536,47250,1.073 sq mi
3537,70764,157.488 sq mi
3538,79606,62.471 sq mi
3539,77077,8.715 sq mi
3540,38464,279.393 sq mi
3541,73134,0 sq mi
3542,78249,14.856 sq mi
3543,84651,0.072 sq mi
3544,12983,20.591 sq mi
3545,95404,79.974 sq mi
3546,50501,1.265 sq mi
3547,76548,15.513 sq mi
3548,76849,0.166 sq mi
3549,75979,4.554 sq mi
3550,79101,1.601 sq mi
3551,75284,0 sq mi
3552,13057,0.214 sq mi
3553,47025,55.342 sq mi
3554,96753,32.538 sq mi
3555,78840,951.464 sq mi
3556,75057,10.171 sq mi
3557,77058,0.934 sq mi
3558,76109,8.136 sq mi
3559,79903,3.043 sq mi
3560,77433,58.327 sq mi
3561,77304,37.847 sq mi
3562,77094,11.273 sq mi
3563,15857,0.203 sq mi
3564,19057,4.419 sq mi
3565,24211,70.689 sq mi
3566,23320,32.613 sq mi
3567,28443,114.583 sq mi
3568,96161,1.534 sq mi
3569,97062,13.889 sq mi
3570,37760,2.85 sq mi
3571,37221,51.827 sq mi
3572,37804,34.804 sq mi
3573,33837,51.258 sq mi
3574,38115,0.008 sq mi
3575,29404,0.019 sq mi
3576,78537,0.95 sq mi
3577,75020,62.565 sq mi
3578,71854,278.453 sq mi
3579,76048,108.488 sq mi
3580,92507,0.009 sq mi
3581,76067,2.351 sq mi
3582,55790,69.143 sq mi
3583,76043,137.342 sq mi
3584,78223,41.411 sq mi
3585,21801,42.337 sq mi
3586,77027,2.862 sq mi
3587,77389,20.862 sq mi
3588,71953,3.177 sq mi
3589,38305,129.371 sq mi
3590,77099,6.221 sq mi
3591,85701,1.45 sq mi
3592,79065,489.815 sq mi
3593,37601,0.962 sq mi
3594,37686,29.524 sq mi
3595,77021,6.078 sq mi
3596,95032,15.886 sq mi
3597,77095,15.386 sq mi
3598,75227,11.397 sq mi
3599,78410,22.803 sq mi
3600,78610,92.385 sq mi
3601,76012,8.176 sq mi
3602,78801,814.985 sq mi
3603,75051,12.125 sq mi
3604,37130,0.08 sq mi
3605,38555,0.368 sq mi
3606,81416,336.765 sq mi
3607,76015,4.284 sq mi
3608,76180,0.039 sq mi
3609,76244,17.183 sq mi
3610,92867,7.938 sq mi
3611,33321,0.374 sq mi
3612,76550,1.857 sq mi
3613,76522,0.051 sq mi
3614,34452,34.565 sq mi
3615,77505,9.154 sq mi
3616,91732,4.615 sq mi
3617,75104,39.088 sq mi
3618,77081,3.097 sq mi
3619,78741,0.215 sq mi
3620,77406,64.896 sq mi
3621,34491,43.146 sq mi
3622,77338,0.884 sq mi
3623,37343,42.047 sq mi
3624,77062,5.424 sq mi
3625,75605,0.205 sq mi
3626,92653,6.696 sq mi
3627,28425,149.718 sq mi
3628,37814,44.511 sq mi
3629,75703,54.232 sq mi
3630,76308,1.432 sq mi
3631,78248,3.92 sq mi
3632,80011,0.069 sq mi
3633,95231,10.589 sq mi
3634,77043,14.906 sq mi
3635,79424,41.737 sq mi
3636,77657,64.074 sq mi
3637,75228,11.401 sq mi
3638,85718,38.101 sq mi
3639,32708,18.436 sq mi
3640,67210,0.045 sq mi
3641,77340,2.752 sq mi
3642,50126,0.132 sq mi
3643,76126,63.564 sq mi
3644,29803,190.357 sq mi
3645,78045,723.528 sq mi
3646,77026,6.48 sq mi
3647,33712,5.856 sq mi
3648,27519,21.773 sq mi
3649,79707,70.775 sq mi
3650,21122,31.298 sq mi
3651,96362,0 sq mi
3652,28460,34.888 sq mi
3653,76853,0.575 sq mi
3654,37110,369.638 sq mi
3655,60638,0 sq mi
3656,60435,0.049 sq mi
3657,25560,23.222 sq mi
3658,25526,91.853 sq mi
3659,25704,32.306 sq mi
3660,76013,8.963 sq mi
3661,75070,23.929 sq mi
3662,66112,6.234 sq mi
3663,77033,5.975 sq mi
3664,77382,11.274 sq mi
3665,78702,4.998 sq mi
3666,54002,0.299 sq mi
3667,36701,259.768 sq mi
3668,75238,6.577 sq mi
3669,78006,311.823 sq mi
3670,76021,7.241 sq mi
3671,75023,9.421 sq mi
3672,76033,164.003 sq mi
3673,97202,6.327 sq mi
3674,77498,15.484 sq mi
3675,60606,0.255 sq mi
3676,77061,7.918 sq mi
3677,77581,25.748 sq mi
3678,33470,78.374 sq mi
3679,85020,8.891 sq mi
3680,77028,0.008 sq mi
3681,95350,8.879 sq mi
3682,95969,59.028 sq mi
3683,24112,151.691 sq mi
3684,37415,18.185 sq mi
3685,28001,1.742 sq mi
3686,35803,47.577 sq mi
3687,75082,7.832 sq mi
3688,85340,0.099 sq mi
3689,78026,216.884 sq mi
3690,33319,0.108 sq mi
3691,21286,8.518 sq mi
3692,68508,2.953 sq mi
3693,45069,0.019 sq mi
3694,57106,0.059 sq mi
3695,76904,403.905 sq mi
3696,80122,7.057 sq mi
3697,24551,68.136 sq mi
3698,37215,15.611 sq mi
3699,75044,10.74 sq mi
3700,77388,13.913 sq mi
3701,20650,60.199 sq mi
3702,33813,15.404 sq mi
3703,68122,19.33 sq mi
3704,28117,39.906 sq mi
3705,81230,15.282 sq mi
3706,34711,41.837 sq mi
3707,78501,0.004 sq mi
3708,33916,1.476 sq mi
3709,87507,82.775 sq mi
3710,85941,831.557 sq mi
3711,84009,0 sq mi
3712,78735,0 sq mi
3713,78641,2.019 sq mi
3714,27403,6.027 sq mi
3715,24134,102.627 sq mi
3716,23604,12.107 sq mi
3717,24019,30.932 sq mi
3718,11229,2.167 sq mi
3719,35653,143.377 sq mi
3720,36693,12.601 sq mi
3721,32306,0 sq mi
3722,36688,0 sq mi
3723,76011,8.013 sq mi
3724,45638,77.532 sq mi
3725,92336,24.87 sq mi
3726,45133,3.385 sq mi
3727,37311,0.015 sq mi
3728,88240,624.944 sq mi
3729,76017,10.394 sq mi
3730,79373,433.749 sq mi
3731,79331,747.559 sq mi
3732,45238,0.001 sq mi
3733,30471,2.868 sq mi
3734,28305,0.058 sq mi
3735,77086,6.783 sq mi
3736,38320,147.589 sq mi
3737,98208,16.185 sq mi
3738,17408,25.854 sq mi
3739,24354,0.43 sq mi
3740,85707,4.535 sq mi
3741,30075,0.837 sq mi
3742,77656,157.284 sq mi
3743,78602,3.731 sq mi
3744,11776,0 sq mi
3745,77060,8.224 sq mi
3746,78628,73.382 sq mi
3747,38112,0.014 sq mi
3748,93312,15.216 sq mi
3749,76208,27.099 sq mi
3750,37412,8.736 sq mi
3751,75247,6.538 sq mi
3752,38570,106.84 sq mi
3753,13830,0.794 sq mi
3754,61606,1.332 sq mi
3755,32763,16.797 sq mi
3756,14701,92.383 sq mi
3757,78336,12.21 sq mi
3758,77003,2.536 sq mi
3759,75220,11.318 sq mi
3760,83704,0.039 sq mi
3761,75032,51.311 sq mi
3762,78235,0.003 sq mi
3763,76310,179.784 sq mi
3764,90606,3.783 sq mi
3765,75041,8.001 sq mi
3766,78222,21.89 sq mi
3767,38583,4.199 sq mi
3768,78264,65.978 sq mi
3769,79415,66.225 sq mi
3770,79124,90.145 sq mi
3771,38372,318.164 sq mi
3772,75224,5.842 sq mi
3773,78599,0 sq mi
3774,95376,7.635 sq mi
3775,77449,29.887 sq mi
3776,37189,25.585 sq mi
3777,77076,4.773 sq mi
3778,78130,1.232 sq mi
3779,75154,47.012 sq mi
3780,78582,1.823 sq mi
3781,77591,0.267 sq mi
3782,33157,0.257 sq mi
3783,76227,79.458 sq mi
3784,78624,2.588 sq mi
3785,75050,24.734 sq mi
3786,75248,7.408 sq mi
3787,94301,2.373 sq mi
3788,78231,3.867 sq mi
3789,75211,0.975 sq mi
3790,38017,84.747 sq mi
3791,77459,32.778 sq mi
3792,85257,6.56 sq mi
3793,75040,15.654 sq mi
3794,16101,0.701 sq mi
3795,99338,0 sq mi
3796,77080,6.383 sq mi
3797,79703,6.694 sq mi
3798,91754,4.533 sq mi
3799,76129,0 sq mi
3800,66044,1.314 sq mi
3801,37405,55.581 sq mi
3802,90059,0.016 sq mi
3803,75002,37.161 sq mi
3804,78419,0 sq mi
3805,78150,0.158 sq mi
3806,75236,12.487 sq mi
3807,81212,0.128 sq mi
3808,76645,3.891 sq mi
3809,72704,76.032 sq mi
3810,79762,31.669 sq mi
3811,37388,92.621 sq mi
3812,36330,0.088 sq mi
3813,17745,2.606 sq mi
3814,75217,27.324 sq mi
3815,76706,70.933 sq mi
3816,78132,0.697 sq mi
3817,25705,0.156 sq mi
3818,79414,3.166 sq mi
3819,38018,18.46 sq mi
3820,78717,0.084 sq mi
3821,85306,5.602 sq mi
3822,77079,0.056 sq mi
3823,87740,0.863 sq mi
3824,75783,8.758 sq mi
3825,77373,0.356 sq mi
3826,84103,15.09 sq mi
3827,77019,3.52 sq mi
3828,75074,0.044 sq mi
3829,20057,0 sq mi
3830,76248,14.431 sq mi
3831,88008,49.158 sq mi
3832,78852,572.473 sq mi
3833,75563,0.79 sq mi
3834,77066,8.597 sq mi
3835,95437,3.968 sq mi
3836,77550,1.121 sq mi
3837,78009,71.495 sq mi
3838,76693,0.211 sq mi
3839,55803,335.012 sq mi
3840,78213,8.004 sq mi
3841,64468,144.626 sq mi
3842,20878,21.834 sq mi
3843,55416,7.312 sq mi
3844,29455,107.093 sq mi
3845,33028,5.75 sq mi
3846,56308,37.466 sq mi
3847,78703,0.279 sq mi
3848,30306,0.014 sq mi
3849,95823,11.804 sq mi
3850,33165,0.252 sq mi
3851,91709,34.178 sq mi
3852,84148,0 sq mi
3853,30327,0.292 sq mi
3854,21209,7.087 sq mi
3855,92408,10.621 sq mi
3856,66503,81.344 sq mi
3857,80209,3.483 sq mi
3858,13421,0.082 sq mi
3859,27510,3.745 sq mi
3860,60686,0 sq mi
3861,21244,13.416 sq mi
3862,32807,8.093 sq mi
3863,28734,1.3 sq mi
3864,72211,7.526 sq mi
3865,19044,8.112 sq mi
3866,32812,8.594 sq mi
3867,10128,0 sq mi
3868,64068,86.332 sq mi
3869,21740,69.845 sq mi
3870,15122,0.207 sq mi
3871,30513,148.648 sq mi
3872,95630,2.328 sq mi
3873,29642,49.76 sq mi
3874,27408,0.136 sq mi
3875,29102,8.232 sq mi
3876,89144,3.925 sq mi
3877,30093,11.927 sq mi
3878,86305,1251.933 sq mi
3879,85375,18.367 sq mi
3880,40121,33.88 sq mi
3881,11791,0.275 sq mi
3882,28134,8.561 sq mi
3883,43055,0.855 sq mi
3884,32920,4.052 sq mi
3885,32703,50.764 sq mi
3886,85755,33.672 sq mi
3887,44601,3.014 sq mi
3888,85225,12.781 sq mi
3889,85028,10.022 sq mi
3890,33178,55.595 sq mi
3891,86326,54.122 sq mi
3892,32119,7.827 sq mi
3893,80528,19.028 sq mi
3894,84047,0.003 sq mi
3895,33162,5.195 sq mi
3896,21046,7.794 sq mi
3897,39422,137.352 sq mi
3898,16803,24.238 sq mi
3899,53073,81.465 sq mi
3900,34744,33.191 sq mi
3901,63026,0.699 sq mi
3902,27870,67.949 sq mi
3903,97232,1.877 sq mi
3904,97045,1.206 sq mi
3905,43203,1.476 sq mi
3906,90017,0 sq mi
3907,97223,11.546 sq mi
3908,92503,4.222 sq mi
3909,80249,47.729 sq mi
3910,98310,2.672 sq mi
3911,27332,105.028 sq mi
3912,72012,91.278 sq mi
3913,72802,134.561 sq mi
3914,18104,23.1 sq mi
3915,33161,0.057 sq mi
3916,29841,31.834 sq mi
3917,73160,0.342 sq mi
3918,13602,0.248 sq mi
3919,76040,11.374 sq mi
3920,23922,67.867 sq mi
3921,86442,38.073 sq mi
3922,37918,35.066 sq mi
3923,37854,8.513 sq mi
3924,43402,111.712 sq mi
3925,55720,4.769 sq mi
3926,34655,0.294 sq mi
3927,72034,56.15 sq mi
3928,46802,0.004 sq mi
3929,34119,22.824 sq mi
3930,96734,21.731 sq mi
3931,37379,105.65 sq mi
3932,44026,28.431 sq mi
3933,43230,20.929 sq mi
3934,85374,16.261 sq mi
3935,43123,59.521 sq mi
3936,43081,24.624 sq mi
3937,80910,0.086 sq mi
3938,53555,79.745 sq mi
3939,40503,8.846 sq mi
3940,10562,0.549 sq mi
3941,27893,110.19 sq mi
3942,68152,0.069 sq mi
3943,62002,42.022 sq mi
3944,83301,1.521 sq mi
3945,43302,195.088 sq mi
3946,43064,102.985 sq mi
3947,94941,0.723 sq mi
3948,45242,0.033 sq mi
3949,92805,0.018 sq mi
3950,84010,0.021 sq mi
3951,17109,7.516 sq mi
3952,21550,203.393 sq mi
3953,23434,203.403 sq mi
3954,95370,103.152 sq mi
3955,80237,3.575 sq mi
3956,85281,13.349 sq mi
3957,41011,0.427 sq mi
3958,97214,2.807 sq mi
3959,63376,0.016 sq mi
3960,80923,0 sq mi
3961,35749,40.487 sq mi
3962,85704,17.874 sq mi
3963,17325,0.659 sq mi
3964,31314,0.371 sq mi
3965,30540,196.315 sq mi
3966,32547,1.196 sq mi
3967,72601,0.612 sq mi
3968,33702,9.943 sq mi
3969,33558,17.379 sq mi
3970,37087,166.077 sq mi
3971,29440,50.942 sq mi
3972,31313,4.13 sq mi
3973,31082,224.872 sq mi
3974,30125,183.2 sq mi
3975,31768,3.436 sq mi
3976,31774,167.634 sq mi
3977,28759,23.217 sq mi
3978,35125,0.226 sq mi
3979,31407,28.325 sq mi
3980,30240,139.588 sq mi
3981,31545,2.268 sq mi
3982,22003,12.44 sq mi
3983,38821,1.967 sq mi
3984,78412,8.798 sq mi
3985,31324,127.682 sq mi
3986,29556,174.318 sq mi
3987,31635,112.605 sq mi
3988,76901,276.069 sq mi
3989,27892,193.116 sq mi
3990,32539,121.635 sq mi
3991,33755,5.369 sq mi
3992,30296,10.477 sq mi
3993,60120,16.587 sq mi
3994,29927,8.377 sq mi
3995,98604,0.053 sq mi
3996,33426,6.135 sq mi
3997,37398,105.048 sq mi
3998,31322,28.257 sq mi
3999,30511,29.821 sq mi
4000,32080,15.556 sq mi
4001,28079,0.398 sq mi
4002,31312,0.91 sq mi
4003,52002,28.869 sq mi
4004,55343,7.555 sq mi
4005,97123,0.051 sq mi
4006,35570,0.097 sq mi
4007,72762,59.887 sq mi
4008,64154,13.918 sq mi
4009,18222,37.549 sq mi
4010,13413,0.07 sq mi
4011,71118,13.209 sq mi
4012,98948,218.208 sq mi
4013,73102,0 sq mi
4014,80239,9.983 sq mi
4015,53963,83.778 sq mi
4016,53223,10.18 sq mi
4017,15143,36.825 sq mi
4018,45246,10.101 sq mi
4019,89820,1.248 sq mi
4020,27587,104.788 sq mi
4021,23060,0.16 sq mi
4022,99669,242.385 sq mi
4023,98841,6.023 sq mi
4024,57369,25.547 sq mi
4025,19702,28.311 sq mi
4026,53172,4.799 sq mi
4027,92504,0.057 sq mi
4028,19956,101.076 sq mi
4029,68361,96.904 sq mi
4030,38344,0.114 sq mi
4031,91748,14.468 sq mi
4032,24502,0.198 sq mi
4033,97013,0.602 sq mi
4034,27518,9.623 sq mi
4035,85721,0 sq mi
4036,85629,0 sq mi
4037,53562,31.834 sq mi
4038,85310,9.115 sq mi
4039,11701,0.534 sq mi
4040,85048,19.752 sq mi
4041,85248,30.235 sq mi
4042,89146,4.792 sq mi
4043,97838,164.568 sq mi
4044,89031,9.511 sq mi
4045,21227,11.527 sq mi
4046,74146,5.08 sq mi
4047,74127,24.387 sq mi
4048,89110,11.113 sq mi
4049,89134,6.628 sq mi
4050,85022,9.355 sq mi
4051,86314,72.214 sq mi
4052,89122,9.077 sq mi
4053,81505,0.409 sq mi
4054,85338,73.772 sq mi
4055,89406,20.581 sq mi
4056,92673,11.681 sq mi
4057,63011,0 sq mi
4058,85021,6.726 sq mi
4059,37659,0.409 sq mi
4060,94510,27.95 sq mi
4061,25425,40.242 sq mi
4062,85209,11.07 sq mi
4063,95928,2.4 sq mi
4064,86001,4.186 sq mi
4065,98110,27.611 sq mi
4066,44857,0.545 sq mi
4067,43812,161.517 sq mi
4068,85015,4.883 sq mi
4069,44147,13.167 sq mi
4070,96740,236.416 sq mi
4071,95838,9.066 sq mi
4072,85007,4.514 sq mi
4073,85383,95.007 sq mi
4074,89445,1.696 sq mi
4075,89027,29.491 sq mi
4076,95348,47.504 sq mi
4077,14729,35.267 sq mi
4078,61081,123.54 sq mi
4079,88030,0.161 sq mi
4080,53208,0.015 sq mi
4081,84043,0.364 sq mi
4082,92679,22.615 sq mi
4083,14845,79.83 sq mi
4084,61265,1.424 sq mi
4085,29512,216.817 sq mi
4086,27406,0.803 sq mi
4087,65613,1.433 sq mi
4088,36106,0.004 sq mi
4089,96743,14.141 sq mi
4090,73120,2.525 sq mi
4091,72450,287.007 sq mi
4092,19973,78.661 sq mi
4093,28721,110.231 sq mi
4094,34698,10.215 sq mi
4095,33304,3.184 sq mi
4096,86313,0.113 sq mi
4097,72701,126.555 sq mi
4098,75126,77.344 sq mi
4099,71923,8.755 sq mi
4100,57104,27.98 sq mi
4101,83705,14.363 sq mi
4102,93436,0.799 sq mi
4103,34474,19.781 sq mi
4104,96150,123.566 sq mi
4105,33707,2.198 sq mi
4106,11590,0.024 sq mi
4107,65401,264.528 sq mi
4108,11210,1.641 sq mi
4109,10570,6.518 sq mi
4110,96814,0.43 sq mi
4111,29640,87.302 sq mi
4112,15221,0.008 sq mi
4113,61443,97.531 sq mi
4114,98498,1.123 sq mi
4115,34205,0.944 sq mi
4116,30529,51.444 sq mi
4117,10475,1.723 sq mi
4118,40206,5.71 sq mi
4119,29651,90.569 sq mi
4120,64117,0.237 sq mi
4121,77437,1.877 sq mi
4122,95409,38.375 sq mi
4123,55443,0.206 sq mi
4124,20715,14.535 sq mi
4125,15012,33.554 sq mi
4126,32011,173.486 sq mi
4127,78413,8.025 sq mi
4128,32164,33.353 sq mi
4129,60085,14.97 sq mi
4130,94598,15.249 sq mi
4131,72632,3.561 sq mi
4132,10034,0 sq mi
4133,13205,0 sq mi
4134,19382,46.282 sq mi
4135,33144,0.048 sq mi
4136,33473,7.06 sq mi
4137,75090,77.053 sq mi
4138,33556,36.622 sq mi
4139,61364,0.149 sq mi
4140,32693,205.456 sq mi
4141,70427,3.004 sq mi
4142,34685,13.019 sq mi
4143,59812,0 sq mi
4144,31204,14.628 sq mi
4145,34293,45.768 sq mi
4146,55447,8.788 sq mi
4147,62401,0.924 sq mi
4148,60605,1.245 sq mi
4149,74601,1.698 sq mi
4150,60033,0.142 sq mi
4151,26104,37.156 sq mi
4152,86004,762.701 sq mi
4153,25962,87.259 sq mi
4154,90808,6.866 sq mi
4155,20871,20.531 sq mi
4156,92407,0.715 sq mi
4157,36117,1.143 sq mi
4158,99752,3964.037 sq mi
4159,56701,1.533 sq mi
4160,93449,9.993 sq mi
4161,10591,0.231 sq mi
4162,16001,73.42 sq mi
4163,92677,16.698 sq mi
4164,46835,0.003 sq mi
4165,10601,0.633 sq mi
4166,85395,14.332 sq mi
4167,91914,6.294 sq mi
4168,81082,2.224 sq mi
4169,54915,15.693 sq mi
4170,33029,17.827 sq mi
4171,27360,0.422 sq mi
4172,18045,18.483 sq mi
4173,31220,47.49 sq mi
4174,55104,6.071 sq mi
4175,90274,11.97 sq mi
4176,93906,13.073 sq mi
4177,94002,5.663 sq mi
4178,33483,3.928 sq mi
4179,25309,35.33 sq mi
4180,24465,0.344 sq mi
4181,21811,100.671 sq mi
4182,19462,0.006 sq mi
4183,10598,2.919 sq mi
4184,10567,22.137 sq mi
4185,23504,4.15 sq mi
4186,19095,0 sq mi
4187,93726,6.417 sq mi
4188,27284,0.642 sq mi
4189,83843,0.037 sq mi
4190,64114,7.001 sq mi
4191,64075,50.666 sq mi
4192,27292,8.876 sq mi
4193,83647,1451.83 sq mi
4194,91706,13.437 sq mi
4195,33414,0.273 sq mi
