,Zipcode,Zipcode Area
6325,54313,59.6 sq mi
6326,71303,0.184 sq mi
6327,11224,1.544 sq mi
6328,11101,0.116 sq mi
6329,79401,2.752 sq mi
6330,33177,12.524 sq mi
6331,34145,16.272 sq mi
6332,20708,13.994 sq mi
6333,97383,44.01 sq mi
6334,97070,0.638 sq mi
6335,85226,80.159 sq mi
6336,53119,38.641 sq mi
6337,61231,0.089 sq mi
6338,53110,4.768 sq mi
6339,32707,9.693 sq mi
6340,28270,12.614 sq mi
6341,28470,47.395 sq mi
6342,41143,1.738 sq mi
6343,36092,130.801 sq mi
6344,19072,3.237 sq mi
6345,47960,4.274 sq mi
6346,45390,52.875 sq mi
6347,10522,2.429 sq mi
6348,11953,10.262 sq mi
6349,14905,4.166 sq mi
6350,64024,0.516 sq mi
6351,85742,28.722 sq mi
6352,71753,318.47 sq mi
6353,44641,0.128 sq mi
6354,49716,24.183 sq mi
6355,97267,0.226 sq mi
6356,94037,5.786 sq mi
6357,79336,0.006 sq mi
6358,52361,127.288 sq mi
6359,63124,0 sq mi
6360,23238,21.466 sq mi
6361,97306,33.308 sq mi
6362,43040,167.169 sq mi
6363,10018,0 sq mi
6364,95742,49.772 sq mi
6365,15234,0 sq mi
6366,70068,2.342 sq mi
6367,97408,49.905 sq mi
6368,56762,339.93 sq mi
6369,87120,38.421 sq mi
6370,13760,0.451 sq mi
6371,10523,3.609 sq mi
6372,13850,0.854 sq mi
6373,90740,8.774 sq mi
6374,14843,100.574 sq mi
6375,15552,0.035 sq mi
6376,15017,13.033 sq mi
6377,98370,9.88 sq mi
6378,62948,0.407 sq mi
6379,24401,0.562 sq mi
6380,97222,8.462 sq mi
6381,89506,2.061 sq mi
6382,40212,3.8 sq mi
6383,11228,1.47 sq mi
6384,10528,3.827 sq mi
6385,77471,86.293 sq mi
6386,33019,3.939 sq mi
6387,32817,11.223 sq mi
6388,94591,21.577 sq mi
6389,97423,126.948 sq mi
6390,12742,2.15 sq mi
6391,32317,1.17 sq mi
6392,93021,47.232 sq mi
6393,34639,26.864 sq mi
6394,52531,0.142 sq mi
6395,18966,16.224 sq mi
6396,67218,4.997 sq mi
6397,22827,136.38 sq mi
6398,26175,45.01 sq mi
6399,28349,67.467 sq mi
6400,62246,1.298 sq mi
6401,33884,20.039 sq mi
6402,18940,0.216 sq mi
6403,72916,34.612 sq mi
6404,99203,0.011 sq mi
6405,18938,40.923 sq mi
6406,16441,112.654 sq mi
6407,10538,3.595 sq mi
6408,33314,0.426 sq mi
6409,18947,23.909 sq mi
6410,95336,38.291 sq mi
6411,97035,0.103 sq mi
6412,11361,0.019 sq mi
6413,33744,0.577 sq mi
6414,94043,10.673 sq mi
6415,97217,12.923 sq mi
6416,13820,0.444 sq mi
6417,97034,0.803 sq mi
6418,44320,0.055 sq mi
6419,23061,156.616 sq mi
6420,12414,59.603 sq mi
6421,98862,447.95 sq mi
6422,12572,50.557 sq mi
6423,44321,15.219 sq mi
6424,12534,87.006 sq mi
6425,60621,0 sq mi
6426,11415,0 sq mi
6427,98032,0.294 sq mi
6428,97146,21.27 sq mi
6429,36112,0 sq mi
6430,18370,5.213 sq mi
6431,54482,91.386 sq mi
6432,54720,4.91 sq mi
6433,22041,2.797 sq mi
6434,97140,43.74 sq mi
6435,19112,1.739 sq mi
6436,29585,4.023 sq mi
6437,97624,454.872 sq mi
6438,97503,83.366 sq mi
6439,35758,26.894 sq mi
6440,94587,19.72 sq mi
6441,11120,0 sq mi
6442,11207,2.671 sq mi
6443,28314,23.041 sq mi
6444,32571,104.012 sq mi
6445,44102,6.044 sq mi
6446,53089,27.235 sq mi
6447,55424,2.419 sq mi
6448,85614,135.652 sq mi
6449,45202,2.709 sq mi
6450,19031,2.873 sq mi
6451,90007,2.466 sq mi
6452,12590,0.534 sq mi
6453,33569,14.527 sq mi
6454,10005,0 sq mi
6455,97759,2.757 sq mi
6456,96782,17.581 sq mi
6457,22727,0.426 sq mi
6458,63105,2.658 sq mi
6459,70653,273.044 sq mi
6460,39437,0.849 sq mi
6461,80004,7.371 sq mi
6462,73131,0.021 sq mi
6463,44316,0 sq mi
6464,10708,3.078 sq mi
6465,66736,2.357 sq mi
6466,11545,0.013 sq mi
6467,62274,1.407 sq mi
6468,56520,0.13 sq mi
6469,60603,0.145 sq mi
6470,35473,0.826 sq mi
6471,44833,0.268 sq mi
6472,14432,38.638 sq mi
6473,88061,2.202 sq mi
6474,44890,0.958 sq mi
6475,66221,0.094 sq mi
6476,46761,1.424 sq mi
6477,98331,48.42 sq mi
6478,66207,0.012 sq mi
6479,15201,0.264 sq mi
6480,10040,0 sq mi
6481,34688,15.499 sq mi
6482,98926,2.309 sq mi
6483,85268,20.631 sq mi
6484,91311,32.078 sq mi
6485,89145,4.611 sq mi
6486,63031,1.123 sq mi
6487,69301,10.858 sq mi
6488,90247,3.754 sq mi
6489,11230,1.84 sq mi
6490,18466,35.962 sq mi
6491,15445,20.999 sq mi
6492,62223,0.171 sq mi
6493,32404,128.822 sq mi
6494,33455,49.056 sq mi
6495,26143,145.615 sq mi
6496,32311,44.622 sq mi
6497,25276,169.966 sq mi
6498,28315,63.942 sq mi
6499,24801,0.081 sq mi
6500,25601,19.785 sq mi
6501,29006,2.673 sq mi
6502,71653,34.884 sq mi
6503,72227,3.771 sq mi
6504,35652,11.369 sq mi
6505,35234,3.562 sq mi
6506,70820,19.01 sq mi
6507,30815,130.719 sq mi
6508,38635,340.333 sq mi
6509,17013,42.901 sq mi
6510,35747,74.525 sq mi
6511,32459,54.718 sq mi
6512,98102,0.249 sq mi
6513,35957,79.576 sq mi
6514,81620,37.515 sq mi
6515,45335,84.905 sq mi
6516,44485,7.73 sq mi
6517,42728,319.805 sq mi
6518,71351,12.201 sq mi
6519,70123,7.503 sq mi
6520,41102,51.162 sq mi
6521,15108,0.589 sq mi
6522,89183,7.009 sq mi
6523,25045,144.379 sq mi
6524,35180,88.835 sq mi
6525,70517,140.035 sq mi
6526,70583,27.722 sq mi
6527,36067,4.246 sq mi
6528,25438,0.001 sq mi
6529,55450,3.771 sq mi
6530,45714,34.456 sq mi
6531,62918,1.471 sq mi
6532,35809,0 sq mi
6533,70739,48.708 sq mi
6534,70125,0 sq mi
6535,62035,46.172 sq mi
6536,79119,101.457 sq mi
6537,91776,3.405 sq mi
6538,92084,26.171 sq mi
6539,23314,19.148 sq mi
6540,78064,234.533 sq mi
6541,25854,36.567 sq mi
6542,26801,73.236 sq mi
6543,22546,1.861 sq mi
6544,77532,78.413 sq mi
6545,52317,34.696 sq mi
6546,55313,108.714 sq mi
6547,73107,0 sq mi
6548,72099,0 sq mi
6549,71082,75.603 sq mi
6550,33306,0.846 sq mi
6551,71232,0.546 sq mi
6552,32641,49.147 sq mi
6553,70053,3.43 sq mi
6554,23847,281 sq mi
6555,38506,0.15 sq mi
6556,26753,25.778 sq mi
6557,25054,16.693 sq mi
6558,95624,43.982 sq mi
6559,15644,22.088 sq mi
6560,48359,0.298 sq mi
6561,41144,150.376 sq mi
6562,36078,172.322 sq mi
6563,61520,8.444 sq mi
6564,17233,0.374 sq mi
6565,37879,174.334 sq mi
6566,56514,213.918 sq mi
6567,66047,1.827 sq mi
6568,87122,26.669 sq mi
6569,70071,2.58 sq mi
6570,25314,25.154 sq mi
6571,73012,35.711 sq mi
6572,70345,92.938 sq mi
6573,29492,49.742 sq mi
6574,26541,37.78 sq mi
6575,25177,30.033 sq mi
6576,24523,225.318 sq mi
6577,43953,18.11 sq mi
6578,56473,4.242 sq mi
6579,10045,0 sq mi
6580,71378,2.493 sq mi
6581,70818,14.465 sq mi
6582,32566,40.249 sq mi
6583,92612,6.08 sq mi
6584,63040,0 sq mi
6585,42103,70.867 sq mi
6586,75137,6.093 sq mi
6587,35121,2.09 sq mi
6588,96319,0 sq mi
6589,70005,4.18 sq mi
6590,91741,14.818 sq mi
6591,42129,0.804 sq mi
6592,35007,37.379 sq mi
6593,65721,0.265 sq mi
6594,30088,7.767 sq mi
6595,75951,14.687 sq mi
6596,25326,0 sq mi
6597,59711,7.516 sq mi
6598,65340,1.122 sq mi
6599,12306,0.665 sq mi
6600,98332,20.912 sq mi
6601,20534,0 sq mi
6602,20210,0 sq mi
6603,70404,0 sq mi
6604,23231,6.89 sq mi
6605,90029,0 sq mi
6606,28206,7.058 sq mi
6607,18011,16.482 sq mi
6608,76205,0.058 sq mi
6609,70518,41.884 sq mi
6610,92106,5.641 sq mi
6611,35204,4.863 sq mi
6612,95123,8.318 sq mi
6613,51012,149.299 sq mi
6614,54166,10.842 sq mi
6615,85215,82.892 sq mi
6616,34957,16.433 sq mi
6617,95540,27.767 sq mi
6618,63367,0.813 sq mi
6619,52801,0.363 sq mi
6620,53186,12.571 sq mi
6621,91354,8.724 sq mi
6622,90255,3.718 sq mi
6623,97818,79.1 sq mi
6624,57005,51.434 sq mi
6625,10804,4.334 sq mi
6626,77995,0.534 sq mi
6627,93535,0.095 sq mi
6628,72644,85.709 sq mi
6629,70803,0 sq mi
6630,98327,6.868 sq mi
6631,79901,2.199 sq mi
6632,98221,13.255 sq mi
6633,71075,37.078 sq mi
6634,50841,1.838 sq mi
6635,91744,8.79 sq mi
6636,45157,0.804 sq mi
6637,70447,31.298 sq mi
6638,70364,42.379 sq mi
6639,71295,3.436 sq mi
6640,77541,118.066 sq mi
6641,36541,95.627 sq mi
6642,36587,121.931 sq mi
6643,76207,36.796 sq mi
6644,79072,382.652 sq mi
6645,33130,1.103 sq mi
6646,64067,73.263 sq mi
6647,69201,21.904 sq mi
6648,80526,2.037 sq mi
6649,72301,18.888 sq mi
6650,42167,1.82 sq mi
6651,82071,0 sq mi
6652,72160,18.854 sq mi
6653,53704,0.799 sq mi
6654,83110,147.583 sq mi
6655,72204,15.452 sq mi
6656,82410,174.553 sq mi
6657,67801,378.639 sq mi
6658,27325,88.16 sq mi
6659,93010,22.14 sq mi
6660,20740,0.062 sq mi
6661,82201,1721.695 sq mi
6662,82240,662.403 sq mi
6663,13367,17.687 sq mi
6664,59047,896.155 sq mi
6665,96020,40.049 sq mi
6666,72116,0.173 sq mi
6667,98103,0.659 sq mi
6668,69145,414.789 sq mi
6669,69341,0.302 sq mi
6670,58801,35.321 sq mi
6671,52353,0.125 sq mi
6672,84318,4.555 sq mi
6673,32064,7.698 sq mi
6674,97322,62.331 sq mi
6675,72206,114.118 sq mi
6676,20151,15.536 sq mi
6677,81654,0.345 sq mi
6678,82633,7.964 sq mi
6679,72112,5.703 sq mi
6680,83014,213.982 sq mi
6681,82431,554.673 sq mi
6682,72433,55.998 sq mi
6683,68450,0.166 sq mi
6684,98272,0.769 sq mi
6685,40014,55.093 sq mi
6686,37701,10.544 sq mi
6687,41465,261.109 sq mi
6688,45215,0 sq mi
6689,92704,0.142 sq mi
6690,13365,1.593 sq mi
6691,14075,39.521 sq mi
6692,76450,461.114 sq mi
6693,16933,0.097 sq mi
6694,78252,34.576 sq mi
6695,47274,2.15 sq mi
6696,10705,2.213 sq mi
6697,19966,86.577 sq mi
6698,19804,7.478 sq mi
6699,71251,2.613 sq mi
6700,33033,0.486 sq mi
6701,72908,8.113 sq mi
6702,55616,354.405 sq mi
6703,33903,2.699 sq mi
6704,32934,24.214 sq mi
6705,24279,80.694 sq mi
6706,83254,2.915 sq mi
6707,51360,17.831 sq mi
6708,81201,0.214 sq mi
6709,27405,0.273 sq mi
6710,23455,16.123 sq mi
6711,95019,1.214 sq mi
6712,20737,4.141 sq mi
6713,76016,8.86 sq mi
6714,94133,0.755 sq mi
6715,77477,10.455 sq mi
6716,53158,30.349 sq mi
6717,45822,164.007 sq mi
6718,27205,224.124 sq mi
6719,40486,50.595 sq mi
6720,85204,9.905 sq mi
6721,12538,26.377 sq mi
6722,16830,128.017 sq mi
6723,19086,0 sq mi
6724,34203,15.784 sq mi
6725,45848,0 sq mi
6726,54557,92.479 sq mi
6727,58075,249.06 sq mi
6728,48335,7.536 sq mi
6729,93637,270.509 sq mi
6730,74525,417.456 sq mi
6731,85250,9.412 sq mi
6732,70546,151.328 sq mi
6733,76821,4.34 sq mi
6734,32202,0.944 sq mi
6735,91025,0 sq mi
6736,99576,8280.807 sq mi
6737,98273,84.094 sq mi
6738,85540,100.098 sq mi
6739,17339,0.095 sq mi
6740,46703,5.406 sq mi
6741,45252,11.351 sq mi
6742,46571,43.128 sq mi
6743,15044,41.344 sq mi
6744,57201,13.653 sq mi
6745,56431,451.872 sq mi
6746,14810,120.792 sq mi
6747,68788,192.429 sq mi
6748,53130,3.212 sq mi
6749,44060,1.502 sq mi
6750,14051,0.07 sq mi
6751,99504,6.363 sq mi
6752,85336,3.837 sq mi
6753,32958,27.841 sq mi
6754,33619,26.591 sq mi
6755,33896,11.277 sq mi
6756,84106,6.039 sq mi
6757,44089,2.992 sq mi
6758,94578,4.404 sq mi
6759,79316,467.268 sq mi
6760,33129,1.352 sq mi
6761,52753,24.895 sq mi
6762,74361,6.773 sq mi
6763,43338,96.038 sq mi
6764,67880,637.049 sq mi
6765,92625,2.553 sq mi
6766,96860,0 sq mi
6767,90605,5.652 sq mi
6768,18071,30.489 sq mi
6769,73116,0.878 sq mi
6770,31705,1.494 sq mi
6771,98930,47.523 sq mi
6772,91607,2.439 sq mi
6773,95652,3.775 sq mi
6774,33774,4.6 sq mi
6775,66056,85.271 sq mi
6776,11751,0.624 sq mi
6777,77835,112.286 sq mi
6778,38019,137.986 sq mi
6779,91324,4.391 sq mi
6780,78633,82.269 sq mi
6781,60558,3.525 sq mi
6782,47334,26.518 sq mi
6783,77041,18.506 sq mi
6784,21005,0.831 sq mi
6785,26354,101.031 sq mi
6786,18091,15.393 sq mi
6787,68461,24.067 sq mi
6788,12027,7.172 sq mi
6789,10469,0 sq mi
6790,11420,0 sq mi
6791,46556,0.126 sq mi
6792,68107,6.595 sq mi
6793,53014,127.862 sq mi
6794,14420,60.567 sq mi
6795,11769,4.415 sq mi
6796,96746,51.328 sq mi
6797,53214,7.272 sq mi
6798,60041,1.524 sq mi
6799,38663,0.865 sq mi
6800,98121,0.441 sq mi
6801,92021,0.217 sq mi
6802,95682,81.155 sq mi
6803,22180,5.812 sq mi
6804,83406,100.467 sq mi
6805,56569,126.316 sq mi
6806,32507,17.86 sq mi
6807,91502,1.335 sq mi
6808,17261,2.401 sq mi
6809,75880,0 sq mi
6810,94590,5.944 sq mi
6811,45039,0.382 sq mi
6812,35476,0.187 sq mi
6813,80461,289.23 sq mi
6814,77488,2.307 sq mi
6815,31699,0 sq mi
6816,39475,0.505 sq mi
6817,24504,32.11 sq mi
6818,21217,2.316 sq mi
6819,10465,0 sq mi
6820,84078,4.081 sq mi
6821,73162,0.157 sq mi
6822,92832,2.814 sq mi
6823,84332,4.18 sq mi
6824,18507,9.73 sq mi
6825,84129,0 sq mi
6826,15666,54.999 sq mi
6827,20818,1.033 sq mi
6828,19709,79.628 sq mi
6829,77530,13.158 sq mi
6830,11239,0.571 sq mi
6831,83522,422.619 sq mi
6832,95841,4.076 sq mi
6833,98284,282.578 sq mi
6834,89130,7.645 sq mi
6835,15005,15.719 sq mi
6836,46809,0.006 sq mi
6837,72082,0.051 sq mi
6838,64701,117.325 sq mi
6839,78043,174.735 sq mi
6840,74578,2.433 sq mi
6841,92882,25.75 sq mi
6842,23701,7.561 sq mi
6843,33325,9.571 sq mi
6844,35226,17.897 sq mi
6845,90037,0 sq mi
6846,11598,0.125 sq mi
6847,64050,13.188 sq mi
6848,95747,46.621 sq mi
6849,33936,0.234 sq mi
6850,22427,1.635 sq mi
6851,66206,0.021 sq mi
6852,89104,5.678 sq mi
6853,90028,1.524 sq mi
6854,11963,2.476 sq mi
6855,95425,5.9 sq mi
6856,76116,12.166 sq mi
6857,90402,2.004 sq mi
6858,53074,30.14 sq mi
6859,33579,21.337 sq mi
6860,91011,11.855 sq mi
6861,55746,9.395 sq mi
6862,35769,62.634 sq mi
6863,60604,0.093 sq mi
6864,91913,10.198 sq mi
6865,56267,202.56 sq mi
6866,92231,0 sq mi
6867,33585,17.127 sq mi
6868,95122,4.769 sq mi
6869,21030,23.778 sq mi
6870,11427,0 sq mi
6871,70122,0.989 sq mi
6872,36037,360.552 sq mi
6873,75098,32.943 sq mi
6874,73737,323.948 sq mi
6875,85542,219.245 sq mi
6876,81073,0.094 sq mi
6877,87410,1.244 sq mi
6878,87031,508.034 sq mi
6879,87105,2.31 sq mi
6880,85622,48.789 sq mi
6881,93307,138.898 sq mi
6882,87121,0.804 sq mi
6883,79915,8.912 sq mi
6884,87528,2.35 sq mi
6885,58639,444.987 sq mi
6886,14304,0 sq mi
6887,44311,1.909 sq mi
6888,60655,4.406 sq mi
6889,60174,0.44 sq mi
6890,45828,33.037 sq mi
6891,90044,0 sq mi
6892,92553,10.131 sq mi
6893,19977,83.123 sq mi
6894,22602,110.245 sq mi
6895,91702,169.36 sq mi
6896,45237,0 sq mi
6897,42765,117.789 sq mi
6898,91504,4.936 sq mi
6899,94928,7.703 sq mi
6900,65738,51.614 sq mi
6901,85641,463.411 sq mi
6902,47882,2.786 sq mi
6903,61282,3.339 sq mi
6904,44104,4.726 sq mi
6905,44685,25.616 sq mi
6906,44820,0.558 sq mi
6907,43260,0 sq mi
6908,89701,0.386 sq mi
6909,89129,10.006 sq mi
6910,89410,1.714 sq mi
6911,45216,0 sq mi
6912,44126,0 sq mi
6913,43103,83.704 sq mi
6914,89139,10.587 sq mi
6915,60554,35.686 sq mi
6916,43004,12.939 sq mi
6917,60004,11.082 sq mi
6918,89005,16.368 sq mi
6919,89523,0.127 sq mi
6920,89519,7.79 sq mi
6921,93101,3.43 sq mi
6922,89154,0 sq mi
6923,45426,19.287 sq mi
6924,93619,178.418 sq mi
6925,11103,0 sq mi
6926,32225,8.174 sq mi
6927,44116,4.777 sq mi
6928,22211,1.751 sq mi
6929,89115,25.012 sq mi
6930,45103,1.69 sq mi
6931,45244,0.616 sq mi
6932,93514,4.675 sq mi
6933,85266,17.13 sq mi
6934,44281,47.736 sq mi
6935,91501,0.011 sq mi
6936,44460,0.516 sq mi
6937,44272,0.169 sq mi
6938,70769,0.652 sq mi
6939,89301,12.634 sq mi
6940,50327,18.791 sq mi
6941,89032,0 sq mi
6942,59474,706.325 sq mi
6943,60301,0.155 sq mi
6944,89178,19.111 sq mi
6945,89447,0.771 sq mi
6946,43204,0.317 sq mi
6947,78237,7.371 sq mi
6948,90293,2.865 sq mi
6949,92646,0.796 sq mi
6950,95932,124.19 sq mi
6951,90023,0.035 sq mi
6952,95351,8.87 sq mi
6953,91201,2.361 sq mi
6954,74462,13.321 sq mi
6955,85003,1.851 sq mi
6956,85650,41.722 sq mi
6957,85205,9.785 sq mi
6958,15904,30.674 sq mi
6959,93612,6.615 sq mi
6960,16802,0.834 sq mi
6961,92571,22.558 sq mi
6962,92844,2.126 sq mi
6963,29488,230.088 sq mi
6964,94085,3.49 sq mi
6965,92210,13.055 sq mi
6966,13838,10.304 sq mi
6967,29829,32.839 sq mi
6968,34240,68.226 sq mi
6969,91792,3.842 sq mi
6970,87004,1.144 sq mi
6971,85302,6.103 sq mi
6972,92557,18.804 sq mi
6973,38771,56.823 sq mi
6974,45068,4.272 sq mi
6975,89012,10.976 sq mi
6976,95811,2.785 sq mi
6977,47586,0.899 sq mi
6978,10923,1.967 sq mi
6979,19022,1.316 sq mi
6980,15139,1.931 sq mi
6981,91107,8.219 sq mi
6982,92840,5.202 sq mi
6983,81147,6.636 sq mi
6984,85132,603.979 sq mi
6985,19020,17.235 sq mi
6986,17055,0.27 sq mi
6987,32962,12.256 sq mi
6988,94563,17.264 sq mi
6989,58254,105.27 sq mi
6990,95050,5.277 sq mi
6991,92078,16.7 sq mi
6992,31055,134.617 sq mi
6993,58368,648.199 sq mi
6994,58367,127.012 sq mi
6995,90731,6.439 sq mi
6996,91106,2.951 sq mi
6997,76120,9.752 sq mi
6998,58257,120.918 sq mi
6999,96727,14.542 sq mi
7000,95307,33.5 sq mi
7001,93245,0.077 sq mi
7002,19127,0.55 sq mi
7003,97439,176.534 sq mi
7004,55391,10.934 sq mi
7005,19078,2.022 sq mi
7006,19607,0.061 sq mi
7007,90260,2.68 sq mi
7008,86406,245.599 sq mi
7009,93458,27.373 sq mi
7010,19465,35.797 sq mi
7011,19113,0.022 sq mi
7012,21076,0.003 sq mi
7013,22844,0.333 sq mi
7014,92821,10.539 sq mi
7015,68132,2.631 sq mi
7016,19119,3.237 sq mi
7017,26562,40.183 sq mi
7018,68164,8.89 sq mi
7019,29410,0.82 sq mi
7020,75146,33.189 sq mi
7021,94901,13.161 sq mi
7022,92399,53.03 sq mi
7023,97502,94.73 sq mi
7024,54154,0.941 sq mi
7025,95014,26.93 sq mi
7026,18249,31.924 sq mi
7027,90601,11.347 sq mi
7028,75144,171.771 sq mi
7029,94536,14.582 sq mi
7030,97055,117.839 sq mi
7031,34788,33.101 sq mi
7032,80905,0.002 sq mi
7033,75119,264.753 sq mi
7034,60430,6.801 sq mi
7035,79772,1156.339 sq mi
7036,32054,214.064 sq mi
7037,23220,0.277 sq mi
7038,24637,0.211 sq mi
7039,34292,29.613 sq mi
7040,19971,11.237 sq mi
7041,73142,0.164 sq mi
7042,10308,1.973 sq mi
7043,75143,177.84 sq mi
7044,38225,110.335 sq mi
7045,11556,0.06 sq mi
7046,92241,0.096 sq mi
7047,72076,0.142 sq mi
7048,95971,0.27 sq mi
7049,98311,3.678 sq mi
7050,17857,2.308 sq mi
7051,99503,20.685 sq mi
7052,59402,0 sq mi
7053,78408,4.438 sq mi
7054,32456,82.144 sq mi
7055,33478,53.189 sq mi
7056,61853,48.419 sq mi
7057,34212,20.439 sq mi
7058,33160,4.249 sq mi
7059,47747,0 sq mi
7060,31829,11.668 sq mi
7061,91321,0.025 sq mi
7062,30436,5.416 sq mi
7063,68144,7.479 sq mi
7064,80914,0.002 sq mi
7065,72923,7.506 sq mi
7066,92020,11.136 sq mi
7067,76020,5.155 sq mi
7068,66701,2.056 sq mi
7069,64730,284.821 sq mi
7070,77072,7.318 sq mi
7071,13904,0.107 sq mi
7072,77964,0.6 sq mi
7073,79102,2.662 sq mi
7074,33190,0.128 sq mi
7075,34476,37.254 sq mi
7076,37330,36.008 sq mi
7077,54494,4.156 sq mi
7078,38358,0.48 sq mi
7079,81101,0.624 sq mi
7080,10980,0.633 sq mi
7081,34470,11.631 sq mi
7082,11105,1.632 sq mi
7083,77474,3.873 sq mi
7084,79404,28.801 sq mi
7085,99518,3.777 sq mi
7086,75254,3.319 sq mi
7087,34731,15.782 sq mi
7088,42234,0.571 sq mi
7089,34120,151.113 sq mi
7090,78102,469.003 sq mi
7091,77536,12.514 sq mi
7092,95901,1.599 sq mi
7093,95628,12.755 sq mi
7094,77713,99.66 sq mi
7095,22134,1.531 sq mi
7096,55021,180.816 sq mi
7097,92135,0.478 sq mi
7098,20004,0.348 sq mi
7099,78834,2.228 sq mi
7100,84143,0 sq mi
7101,75048,10.484 sq mi
7102,71225,0.076 sq mi
7103,79705,35.565 sq mi
7104,32922,5.499 sq mi
7105,37408,1.916 sq mi
7106,31620,124.01 sq mi
7107,78669,139.632 sq mi
7108,51105,6.082 sq mi
7109,34787,68.951 sq mi
7110,74014,1.498 sq mi
7111,53149,58.724 sq mi
7112,34142,586.438 sq mi
7113,30215,71.693 sq mi
7114,76528,7.078 sq mi
7115,78552,49.158 sq mi
7116,78629,2.163 sq mi
7117,72209,16.481 sq mi
7118,93420,1.142 sq mi
7119,34956,208.156 sq mi
7120,94534,79.162 sq mi
7121,75758,49.373 sq mi
7122,76002,7.192 sq mi
7123,97138,1.375 sq mi
7124,37684,0 sq mi
7125,75202,0.707 sq mi
7126,47353,2.473 sq mi
7127,95603,0.512 sq mi
7128,34756,9.174 sq mi
7129,37931,28.682 sq mi
7130,38139,0.069 sq mi
7131,17847,1.71 sq mi
7132,93727,32.509 sq mi
7133,78218,11.825 sq mi
7134,79907,13.607 sq mi
7135,74137,10.326 sq mi
7136,33068,5.959 sq mi
7137,75644,1.711 sq mi
7138,78732,3.052 sq mi
7139,77031,3.185 sq mi
7140,35068,0 sq mi
7141,79904,8.804 sq mi
7142,39823,349.37 sq mi
7143,15068,45.096 sq mi
7144,50131,3.162 sq mi
7145,68008,132.618 sq mi
7146,50525,0.93 sq mi
7147,50421,89.742 sq mi
7148,61254,0.763 sq mi
7149,50423,0.825 sq mi
7150,73111,0.064 sq mi
7151,29075,42.412 sq mi
7152,29697,38.451 sq mi
7153,29620,250.623 sq mi
7154,29657,63.582 sq mi
7155,38133,0 sq mi
7156,67864,470.532 sq mi
7157,29560,161.604 sq mi
7158,66608,4.676 sq mi
7159,33809,88.328 sq mi
7160,98204,0 sq mi
7161,98294,60.005 sq mi
7162,83318,2.824 sq mi
7163,29388,97.825 sq mi
7164,66105,3.356 sq mi
7165,51632,208.608 sq mi
7166,34947,9.599 sq mi
7167,29058,1.601 sq mi
7168,27107,0.563 sq mi
7169,83530,359.782 sq mi
7170,68134,8.554 sq mi
7171,29456,0.041 sq mi
7172,19707,13.201 sq mi
7173,51103,10.552 sq mi
7174,45227,0.085 sq mi
7175,16668,54.161 sq mi
7176,67235,11.011 sq mi
7177,20854,33.754 sq mi
7178,52405,14.597 sq mi
7179,50265,17.135 sq mi
7180,50138,170.742 sq mi
7181,99019,21.863 sq mi
7182,99206,0.098 sq mi
7183,37821,125.631 sq mi
7184,50849,0.365 sq mi
7185,50574,111.249 sq mi
7186,50060,0.479 sq mi
7187,53813,147.74 sq mi
7188,52591,0.109 sq mi
7189,11566,5.452 sq mi
7190,29653,69.433 sq mi
7191,55057,2.574 sq mi
7192,56301,2.006 sq mi
7193,55449,22.346 sq mi
7194,75078,32.732 sq mi
7195,84070,0 sq mi
7196,51601,106.583 sq mi
7197,52043,0 sq mi
7198,51566,176.221 sq mi
7199,29078,124.097 sq mi
7200,98366,5.535 sq mi
7201,14611,2.895 sq mi
7202,29550,213.275 sq mi
7203,21040,7.966 sq mi
7204,50263,34.676 sq mi
7205,28023,46.333 sq mi
7206,29520,134.025 sq mi
7207,51401,0.243 sq mi
7208,37877,25.789 sq mi
7209,73860,337.87 sq mi
7210,29680,31.036 sq mi
7211,50112,0.168 sq mi
7212,89436,40.764 sq mi
7213,46953,84.792 sq mi
7214,50324,1.444 sq mi
7215,52641,211.79 sq mi
7216,73644,190.722 sq mi
7217,98022,2.452 sq mi
7218,50322,10.763 sq mi
7219,29379,255.383 sq mi
7220,21210,3.312 sq mi
7221,55992,74.742 sq mi
7222,44055,0.029 sq mi
7223,57252,163.036 sq mi
7224,50659,0.068 sq mi
7225,92630,9.524 sq mi
7226,64064,1.067 sq mi
7227,50047,0.621 sq mi
7228,66208,0.001 sq mi
7229,59602,533.645 sq mi
7230,23185,25.348 sq mi
7231,74114,4.873 sq mi
7232,63146,14 sq mi
7233,29527,154.906 sq mi
7234,68116,8.997 sq mi
7235,98028,5.663 sq mi
7236,77049,24.581 sq mi
7237,27545,29.001 sq mi
7238,73099,121.289 sq mi
7239,77035,5.703 sq mi
7240,71465,0.157 sq mi
7241,49031,114.396 sq mi
7242,83204,230.013 sq mi
7243,29631,8.698 sq mi
7244,59749,198.015 sq mi
7245,29036,16.667 sq mi
7246,50315,0.235 sq mi
7247,74070,188.508 sq mi
7248,59865,156.287 sq mi
7249,28021,1.06 sq mi
7250,46214,7.106 sq mi
7251,28209,5.483 sq mi
7252,56071,83.094 sq mi
7253,83263,401.272 sq mi
7254,50317,0.271 sq mi
7255,84067,8.224 sq mi
7256,55126,2.32 sq mi
7257,46168,32.255 sq mi
7258,29625,7.416 sq mi
7259,74960,302.16 sq mi
7260,98684,6.975 sq mi
7261,55802,2.562 sq mi
7262,83713,6.734 sq mi
7263,29138,2.248 sq mi
